"source";"target";"startpos";"issue";"group";"tempi";"type_of_statement";"past_present_relation";"relation"
"kirgizy vostochnogo Pamira";"religion (Islam)";"199062";"1959_4";"kirgizy";NA;NA;NA;"proximity / similarity"
"kirgizy vostochnogo Pamira";"religioznye obrjady, simvoly / religious rites, symbols";"199062";"1959_4";"kirgizy";NA;NA;NA;"proximity / similarity"
"persy / iranojazychnye narody / Persian/Iranian-speaking groups";"verovanija / mify / beliefs / myths";"200137";"1959_4";"Groups in Iran";NA;"Factual Statement by Author";NA;"proximity / similarity"
"sredneaziatskie araby / Central Asian Arabs";"verovanija / mify / beliefs / myths";"200137";"1959_4";"Groups";NA;"Factual Statement by Author";NA;"proximity / similarity"
"russkij narod / Russians";"clothing";"20325";"1962_6";"Groups";"past: early Soviet";"Factual Statement by Author";NA;"influence"
"russkij narod / Russians";"clothing";"20325";"1962_6";"Groups";"past: Stalinist era / 1930s-40s";"Factual Statement by Author";NA;"influence"
"kirgizy vostochnogo Pamira";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"208136";"1959_4";"kirgizy";NA;NA;NA;"difference"
"kirgizy vostochnogo Pamira";"language / spoken (incl. dialects)";"208136";"1959_4";"kirgizy";NA;NA;NA;"difference"
"kirgizy vostochnogo Pamira";"religion (Islam)";"208136";"1959_4";"kirgizy";NA;NA;NA;"difference"
"kirgizy vostochnogo Pamira";"etnicheskie priznaki / ethnic or anthropological features";"208136";"1959_4";"kirgizy";NA;NA;NA;"difference"
"kirgizy";"verovanija / mify / beliefs / myths";"208385";"1959_4";"Central Asian titular nations";NA;"Factual Statement by Author";NA;"proximity / similarity"
"kirgizy vostochnogo Pamira";"verovanija / mify / beliefs / myths";"208462";"1959_4";"kirgizy";NA;"Factual Statement by Author";NA;"difference"
"Russia / RSFSR";"khozjajstvo / economy";"20901";"1972_4";"Locations";"past: early Soviet";"Factual Statement by Author";NA;"material support"
"Russia / RSFSR";"zemledelie / sel'skoe khosjajstvo / agriculture";"20901";"1972_4";"Locations";"past: early Soviet";"Factual Statement by Author";NA;"material support"
"Russia / RSFSR";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"20901";"1972_4";"Locations";"past: early Soviet";"Factual Statement by Author";NA;"material support"
"Russia / RSFSR";"education";"20901";"1972_4";"Locations";"past: early Soviet";"Factual Statement by Author";NA;"material support"
"Russia / RSFSR";"promyshlennoe proizvodstvo / industrialization";"20901";"1972_4";"Locations";"past: early Soviet";"Factual Statement by Author";NA;"material support"
"korejcy Srednej Azii";"material'naja kul'tura / material culture";"21096";"1966_5";"Groups";"present";NA;"Continuity";"knowledge exchange"
"uzbeki";"material'naja kul'tura / material culture";"21096";"1966_5";"Central Asian titular nations";"present";NA;"Continuity";"knowledge exchange"
"uzbeki";"family structure / semejnye otnoshenija";"216432";"1989_4";"Central Asian titular nations";"present";"Factual Statement by Author";NA;"proximity / similarity"
"kirgizy";"verovanija / mify / beliefs / myths";"222276";"1959_4";"Central Asian titular nations";NA;"Factual Statement by Author";NA;"proximity / similarity"
"persy / iranojazychnye narody / Persian/Iranian-speaking groups";"prazdniki / holidays / festivities";"225450";"1957_2";"Groups in Iran";"past: pre-Islamic / pre-Arab conquest";"Factual Statement by Author";"Continuity";"proximity / similarity"
"persy / iranojazychnye narody / Persian/Iranian-speaking groups";"prazdniki / holidays / festivities";"225450";"1957_2";"Groups in Iran";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"kirgizy vostochnogo Pamira";"verovanija / mify / beliefs / myths";"230822";"1959_4";"kirgizy";"present";"Factual Statement by Author";NA;NA
"narody Srednej Azii i Kazakhstana";"stage of development";"235044";"1989_4";"Groups";"present";"Factual Statement by Author";NA;"proximity / similarity"
"uzbeki";"stage of development";"235044";"1989_4";"Central Asian titular nations";"present";"Factual Statement by Author";NA;"proximity / similarity"
"narody Sibiri";"stage of development";"235044";"1989_4";"Groups";"present";"Factual Statement by Author";NA;"proximity / similarity"
"narody Kavkaza";"stage of development";"235044";"1989_4";"Groups";"present";"Factual Statement by Author";NA;"proximity / similarity"
"sredneaziatskie araby / Central Asian Arabs";"language / terminology";"236685";"1957_2";"Groups";"past: pre-Russian Empire / pre-Russian colonialism";NA;NA;"proximity / similarity"
"narody Gindukusha";"language / terminology";"236810";"1957_2";"Groups";"past: pre-Islamic / pre-Arab conquest";NA;NA;"proximity / similarity"
"uzbeki";"relikty / relics";"236833";"1989_4";"Central Asian titular nations";"present";"Factual Statement by Author";NA;NA
"uzbeki";"family structure / semejnye otnoshenija";"236833";"1989_4";"Central Asian titular nations";"present";"Factual Statement by Author";NA;NA
"uzbeki";"gender relations / polozhenie zhensshiny";"236833";"1989_4";"Central Asian titular nations";"present";"Factual Statement by Author";NA;NA
"uzbeki";"weddings / svadebnye obychai i obrjady / kalym";"236833";"1989_4";"Central Asian titular nations";"present";"Factual Statement by Author";NA;NA
"uzbeki";"family structure / semejnye otnoshenija";"238816";"1989_4";"Central Asian titular nations";"present";"Factual Statement by Author";NA;NA
"uzbeki";"political life";"238816";"1989_4";"Central Asian titular nations";"present";"Factual Statement by Author";NA;NA
"uzbeki";"housing / architecture / zhilisshe";"238816";"1989_4";"Central Asian titular nations";"present";"Factual Statement by Author";NA;NA
"russkij narod / Russians";"promyshlennoe proizvodstvo / industrialization";"2392";"1964-6";"Groups";"past: early Soviet";"Factual Statement by Author";NA;"material support"
"russkij narod / Russians";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"2392";"1964-6";"Groups";"past: early Soviet";"Factual Statement by Author";NA;"material support"
"uzbeki";"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"239339";"1967_4";"Central Asian titular nations";NA;"Factual Statement by Author";NA;"influence"
"uzbeki";"cennostnye / socionormativnye ustanovki / values";"240195";"1989_4";"Central Asian titular nations";"present";"Citation informant, local population, interviewee";NA;"proximity / similarity"
"uzbeki";"social / ethnic psychology / socionormativnaja kul'tura";"240195";"1989_4";"Central Asian titular nations";"present";"Citation informant, local population, interviewee";NA;"proximity / similarity"
"uzbeki";"cennostnye / socionormativnye ustanovki / values";"246909";"1989_4";"Central Asian titular nations";NA;NA;NA;"proximity / similarity"
"uzbeki";"religion (Islam)";"246909";"1989_4";"Central Asian titular nations";NA;NA;NA;"proximity / similarity"
"uzbeki";"obychai / customs";"246909";"1989_4";"Central Asian titular nations";NA;NA;NA;"proximity / similarity"
"kazakhi";"predstavlenija / magicheskie predstavlenija / magical beliefs";"248827";"1980_6";"Central Asian titular nations";"past";"Factual Statement by Author";NA;"proximity / similarity"
"kazakhi";"zemledelie / sel'skoe khosjajstvo / agriculture";"248827";"1980_6";"Central Asian titular nations";"past";"Factual Statement by Author";NA;"proximity / similarity"
"musul'manskie narody Kavkaza";"predstavlenija / magicheskie predstavlenija / magical beliefs";"248827";"1980_6";"narody Kavkaza";"past";"Factual Statement by Author";NA;"proximity / similarity"
"musul'manskie narody Kavkaza";"zemledelie / sel'skoe khosjajstvo / agriculture";"248827";"1980_6";"narody Kavkaza";"past";"Factual Statement by Author";NA;"proximity / similarity"
"musul'manskie narody Srednej Azii";"predstavlenija / magicheskie predstavlenija / magical beliefs";"248827";"1980_6";"narody Srednej Azii";"past";"Factual Statement by Author";NA;"proximity / similarity"
"musul'manskie narody Srednej Azii";"zemledelie / sel'skoe khosjajstvo / agriculture";"248827";"1980_6";"narody Srednej Azii";"past";"Factual Statement by Author";NA;"proximity / similarity"
"Ancient Mediterranean";"paintings / rospisi / stennye rospisi / naskal'nye risunki";"251004";"1966_2";"Historical locations";"past: pre-Islamic / pre-Arab conquest";"Factual Statement by Author";NA;NA
"narody Gindukusha";"zemledelie / sel'skoe khosjajstvo / agriculture";"251012";"1957_2";"Groups";"past";"Factual Statement by Author";"Continuity";"proximity / similarity"
"narody Gindukusha";"zemledelie / sel'skoe khosjajstvo / agriculture";"251012";"1957_2";"Groups";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"narody Gindukusha";"use of specific tools or methods";"251012";"1957_2";"Groups";"past";"Factual Statement by Author";"Continuity";"proximity / similarity"
"narody Gindukusha";"use of specific tools or methods";"251012";"1957_2";"Groups";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"afgancy doliny r. Pandzhshir";"zemledelie / sel'skoe khosjajstvo / agriculture";"251012";"1957_2";"Groups in Afghanistan";"past";"Factual Statement by Author";"Continuity";"proximity / similarity"
"afgancy doliny r. Pandzhshir";"zemledelie / sel'skoe khosjajstvo / agriculture";"251012";"1957_2";"Groups in Afghanistan";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"afgancy doliny r. Pandzhshir";"use of specific tools or methods";"251012";"1957_2";"Groups in Afghanistan";"past";"Factual Statement by Author";"Continuity";"proximity / similarity"
"afgancy doliny r. Pandzhshir";"use of specific tools or methods";"251012";"1957_2";"Groups in Afghanistan";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"tjurki";"shamanskij obrjad / verovanija / obychai shamanstvo";"252598";"1990_4";"Groups";"present";"Factual Statement by Author";NA;"proximity / similarity"
"russkij narod / Russians";"literature / poslovica / pogovorki";"25403";"1960_2";"Groups";"past: pre-Soviet";NA;NA;"influence"
"russkij narod / Russians";"identity / self-description / samonazvanie / samosoznanie";"25403";"1960_2";"Groups";"past: pre-Soviet";NA;NA;"influence"
"russkij narod / Russians";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"25403";"1960_2";"Groups";"past: pre-Soviet";NA;NA;"influence"
"narody Srednej Azii";"zemledelie / sel'skoe khosjajstvo / agriculture";"257552";"1957_2";"narody Srednej Azii i Kazakhstana";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";NA;"proximity / similarity"
"narody Srednej Azii";"use of specific tools or methods";"257552";"1957_2";"narody Srednej Azii i Kazakhstana";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";NA;"proximity / similarity"
"khisori";"identity / self-description / samonazvanie / samosoznanie";"260592";"1964-6";"Groups";"past";"Citation informant, local population, interviewee";NA;NA
"Sin'czjan";"paintings / rospisi / stennye rospisi / naskal'nye risunki";"260894";"1966_2";"Locations";"past: pre-Islamic / pre-Arab conquest";"Factual Statement by Author";NA;"influence"
"Afghanistan";"paintings / rospisi / stennye rospisi / naskal'nye risunki";"260894";"1966_2";"Locations";"past: pre-Islamic / pre-Arab conquest";"Factual Statement by Author";NA;"influence"
"Eastern Iran";"paintings / rospisi / stennye rospisi / naskal'nye risunki";"260894";"1966_2";"Iran";"past: pre-Islamic / pre-Arab conquest";"Factual Statement by Author";NA;"influence"
"North-West India";"paintings / rospisi / stennye rospisi / naskal'nye risunki";"260894";"1966_2";"India";"past: pre-Islamic / pre-Arab conquest";"Factual Statement by Author";NA;"influence"
"tjurki";"shamanskij obrjad / verovanija / obychai shamanstvo";"262394";"1990_4";"Groups";NA;NA;NA;"difference"
"Central Asia / Srednjaja Azija";"shamanskij obrjad / verovanija / obychai shamanstvo";"262394";"1990_4";"Locations";NA;NA;NA;"difference"
"narody Srednej Azii i Kazakhstana";"shamanskij obrjad / verovanija / obychai shamanstvo";"262394";"1990_4";"Groups";NA;NA;NA;"difference"
"narody Sibiri";"shamanskij obrjad / verovanija / obychai shamanstvo";"262394";"1990_4";"Groups";NA;NA;NA;"difference"
"pamircy (Afghanistan)";"language / spoken (incl. dialects)";"263590";"1956_2";"Groups in Afghanistan";"present";"Factual Statement by Author";NA;"proximity / similarity"
"pamircy (Afghanistan)";"religion (Islam)";"263590";"1956_2";"Groups in Afghanistan";"present";"Factual Statement by Author";NA;"proximity / similarity"
"uzbeki Fergany / Uzbeks of Ferghana";"intermarriages / mezhnacional'nye / mezhetnicheskie braki";"264608";"1970_4";"uzbeki";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"contact / connection (interpersonal, interethnic,...)"
"kirgizy Fergany / Kyrgyz population of Ferghana";"intermarriages / mezhnacional'nye / mezhetnicheskie braki";"264884";"1970_4";"kirgizy";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"contact / connection (interpersonal, interethnic,...)"
"uzbeki Khorezma";"shamanskij obrjad / verovanija / obychai shamanstvo";"265450";"1990_4";"uzbeki";NA;"Factual Statement by Author";NA;"proximity / similarity"
"turkmeny";"shamanskij obrjad / verovanija / obychai shamanstvo";"265450";"1990_4";"Central Asian titular nations";NA;"Factual Statement by Author";NA;"proximity / similarity"
"ujgury";"shamanskij obrjad / verovanija / obychai shamanstvo";"265450";"1990_4";"Groups";NA;"Factual Statement by Author";NA;"proximity / similarity"
"sredneaziatskie araby / Central Asian Arabs";"endogamija / odnonacional'nye braki / endogamy";"266112";"1970_4";"Groups";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;NA
"drevnjaja India";"magicheskie obrjady / praktiki / magic rites / practices";"268129";"1982_2";"Historical locations";"past: pre-Islamic / pre-Arab conquest";"Factual Statement by Author";"Continuity";"proximity / similarity"
"drevnjaja India";"magicheskie obrjady / praktiki / magic rites / practices";"268129";"1982_2";"Historical locations";"past: pre-Islamic / pre-Arab conquest";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";"proximity / similarity"
"drevnjaja India";"perezhitki / survivals";"268129";"1982_2";"Historical locations";"past: pre-Islamic / pre-Arab conquest";"Factual Statement by Author";"Continuity";"proximity / similarity"
"drevnjaja India";"perezhitki / survivals";"268129";"1982_2";"Historical locations";"past: pre-Islamic / pre-Arab conquest";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";"proximity / similarity"
"drevnjaja India";"animizm / kul'ty";"268129";"1982_2";"Historical locations";"past: pre-Islamic / pre-Arab conquest";"Factual Statement by Author";"Continuity";"proximity / similarity"
"drevnjaja India";"animizm / kul'ty";"268129";"1982_2";"Historical locations";"past: pre-Islamic / pre-Arab conquest";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";"proximity / similarity"
"drevnjaja India";"housing / architecture / zhilisshe";"268129";"1982_2";"Historical locations";"past: pre-Islamic / pre-Arab conquest";"Factual Statement by Author";"Continuity";"proximity / similarity"
"drevnjaja India";"housing / architecture / zhilisshe";"268129";"1982_2";"Historical locations";"past: pre-Islamic / pre-Arab conquest";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";"proximity / similarity"
"drevnjaja India";"religion / spirituality (pre-Muslim)";"268129";"1982_2";"Historical locations";"past: pre-Islamic / pre-Arab conquest";"Factual Statement by Author";"Continuity";"proximity / similarity"
