"source";"target";"startpos";"issue";"group";"tempi";"type_of_statement";"past_present_relation"
"gorodskoe naselenie Tadzh. / urban population of Tajikistan";"religious";"504478";"1957_2";"Groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"tadzhiki Samarkanda (Uzbekistan)";"superstitious";"506397";"1973_1";"Tajiks outside the Tajik SSR";"past: early Soviet";"Factual Statement by Author";NA
"uzbeki";"collectivist";"51463";"1960_2";"Central Asian titular nations";NA;"Factual Statement by Author";NA
"uzbeki";"hard-working";"51463";"1960_2";"Central Asian titular nations";NA;"Factual Statement by Author";NA
"tadzhiki";"collectivist";"51463";"1960_2";"Groups";NA;"Factual Statement by Author";NA
"tadzhiki";"hard-working";"51463";"1960_2";"Groups";NA;"Factual Statement by Author";NA
"tadzhiki srednej chasti doliny Zeravshana";"mixed / coexisting";"515321";"1973_1";"tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA
"tadzhiki srednej chasti doliny Zeravshana";"Muslim";"515321";"1973_1";"tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA
"tadzhiki srednej chasti doliny Zeravshana";"zoroastrijskij / Zoroastrian";"515321";"1973_1";"tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA
"uzbeki";"nationalist / nacionalisticheskij";"51623";"1991_1";"Central Asian titular nations";"past: early Soviet";"Factual Statement by Author";NA
"uzbeki";"chauvinist / shovinisticheskij";"51623";"1991_1";"Central Asian titular nations";"past: early Soviet";"Factual Statement by Author";NA
"Ura-Tjube";"growing (economy,  production)";"51688";"1982_3";"Ferghana / Ferganskaja dolina";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"Ura-Tjube";"developed / razvito";"51688";"1982_3";"Ferghana / Ferganskaja dolina";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"tadzhiki";"threatened / attacked / in need of protection";"52087";"1991_1";"Groups";"past: early Soviet";"Factual Statement by Author";NA
"tadzhiki";"avtokhtonno / autochthonous";"52087";"1991_1";"Groups";"past: early Soviet";"Factual Statement by Author";NA
"tadzhiki srednej chasti doliny Zeravshana";"vanishing / being replaced or erased";"521776";"1973_1";"tadzhiki";"present";NA;NA
"Golodnaja step'";"developed / razvito";"522873";"1955_3";"plainland regions Northern Tajikistan";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture"
"Golodnaja step'";"developed / razvito";"522873";"1955_3";"plainland regions Northern Tajikistan";"present";"Correction of cited research or literature";"Rupture"
"Golodnaja step'";"progressive / peredovyj / novyj / efficient";"522873";"1955_3";"plainland regions Northern Tajikistan";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture"
"Golodnaja step'";"progressive / peredovyj / novyj / efficient";"522873";"1955_3";"plainland regions Northern Tajikistan";"present";"Correction of cited research or literature";"Rupture"
"Golodnaja step'";"innovative";"522873";"1955_3";"plainland regions Northern Tajikistan";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture"
"Golodnaja step'";"innovative";"522873";"1955_3";"plainland regions Northern Tajikistan";"present";"Correction of cited research or literature";"Rupture"
"Golodnaja step'";"successful / uspeshno";"522873";"1955_3";"plainland regions Northern Tajikistan";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture"
"Golodnaja step'";"successful / uspeshno";"522873";"1955_3";"plainland regions Northern Tajikistan";"present";"Correction of cited research or literature";"Rupture"
"Ferghana / Ferganskaja dolina";"developed / razvito";"522873";"1955_3";"Northern Tajikistan";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture"
"Ferghana / Ferganskaja dolina";"developed / razvito";"522873";"1955_3";"Northern Tajikistan";"present";"Correction of cited research or literature";"Rupture"
"Ferghana / Ferganskaja dolina";"progressive / peredovyj / novyj / efficient";"522873";"1955_3";"Northern Tajikistan";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture"
"Ferghana / Ferganskaja dolina";"progressive / peredovyj / novyj / efficient";"522873";"1955_3";"Northern Tajikistan";"present";"Correction of cited research or literature";"Rupture"
"Ferghana / Ferganskaja dolina";"innovative";"522873";"1955_3";"Northern Tajikistan";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture"
"Ferghana / Ferganskaja dolina";"innovative";"522873";"1955_3";"Northern Tajikistan";"present";"Correction of cited research or literature";"Rupture"
"Ferghana / Ferganskaja dolina";"successful / uspeshno";"522873";"1955_3";"Northern Tajikistan";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture"
"Ferghana / Ferganskaja dolina";"successful / uspeshno";"522873";"1955_3";"Northern Tajikistan";"present";"Correction of cited research or literature";"Rupture"
"tadzhiki Bukhary (Uzbekistan)";"resistent / resisting";"53066";"1991_1";"Tajiks outside the Tajik SSR";"past: Stalinist era / 1930s-40s";"Factual Statement by Author";NA
"tadzhiki Bukhary (Uzbekistan)";"resistent / resisting";"53066";"1991_1";"Tajiks outside the Tajik SSR";"past: early Soviet";"Factual Statement by Author";NA
"tadzhiki Samarkanda (Uzbekistan)";"resistent / resisting";"53066";"1991_1";"Tajiks outside the Tajik SSR";"past: Stalinist era / 1930s-40s";"Factual Statement by Author";NA
"tadzhiki Samarkanda (Uzbekistan)";"resistent / resisting";"53066";"1991_1";"Tajiks outside the Tajik SSR";"past: early Soviet";"Factual Statement by Author";NA
"Zeravshanskaja dolina";"traditional / narodnyj / nacional'nyj";"531251";"1953_3";"Zeravshan";"present";"Factual Statement by Author";NA
"verkhovya Matchi";"traditional / narodnyj / nacional'nyj";"531251";"1953_3";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan";"present";"Factual Statement by Author";NA
"downstream r. Zeravshan";"changing / in a process of change";"534173";"1953_3";"Zeravshan";"present";"Factual Statement by Author";NA
"gornye tadzhiki";"inhospitable / adverse conditions";"537440";"1971_2";"groups in mountainous regions";"present";"Literature Review";"Continuity"
"gornye tadzhiki";"traditional / narodnyj / nacional'nyj";"537440";"1971_2";"groups in mountainous regions";"present";"Literature Review";"Continuity"
"Tajikistan / TadzhSSR";"traditional / narodnyj / nacional'nyj";"538087";"1953_3";"Locations";"present";"Factual Statement by Author";NA
"Ura-Tjube";"traditional / narodnyj / nacional'nyj";"538087";"1953_3";"Ferghana / Ferganskaja dolina";"present";"Factual Statement by Author";NA
"downstream r. Zeravshan";"unique / locally specific / svoeobraznyj / samobytnyj";"543490";"1953_3";"Zeravshan";"present";"Factual Statement by Author";NA
"severnye otrogi Zeravshanskogo khrebta";"unique / locally specific / svoeobraznyj / samobytnyj";"543490";"1953_3";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan";"present";"Factual Statement by Author";NA
"ravninnye tadzhiki";"traditional / narodnyj / nacional'nyj";"544966";"1953_3";"groups in plainland regions";"present";"Factual Statement by Author";NA
"ravninnye tadzhiki";"diverse / mnogoobrazno";"544966";"1953_3";"groups in plainland regions";"present";"Factual Statement by Author";NA
"gornye tadzhiki";"traditional / narodnyj / nacional'nyj";"544966";"1953_3";"groups in mountainous regions";"present";"Factual Statement by Author";NA
"gornye tadzhiki";"diverse / mnogoobrazno";"544966";"1953_3";"groups in mountainous regions";"present";"Factual Statement by Author";NA
"vysokogornye oblasti / rajony Tadzhikistana";"ustoichivo / stable";"545117";"1953_3";"gornye oblasti Tadzh. / mountainous regions of Tajikistan";"present";"Factual Statement by Author";NA
"vysokogornye oblasti / rajony Tadzhikistana";"inhospitable / adverse conditions";"545117";"1953_3";"gornye oblasti Tadzh. / mountainous regions of Tajikistan";"present";"Factual Statement by Author";NA
"vysokogornye oblasti / rajony Tadzhikistana";"unique / locally specific / svoeobraznyj / samobytnyj";"545117";"1953_3";"gornye oblasti Tadzh. / mountainous regions of Tajikistan";"present";"Factual Statement by Author";NA
"gorodskoe naselenie Tadzh. / urban population of Tajikistan";"urban";"54538";"1982_3";"Groups";"present";NA;NA
"tadzhiki";"Muslim";"546131";"1955_1";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"tadzhiki";"traditional / narodnyj / nacional'nyj";"546131";"1955_1";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"unique / locally specific / svoeobraznyj / samobytnyj";"547039";"1953_3";"Pamir";"present";"Factual Statement by Author";NA
"Vakhio / Vakhie (dolina  r. Khingou / Obikhingou)";"unique / locally specific / svoeobraznyj / samobytnyj";"547039";"1953_3";"Southern Tajikistan";"present";"Factual Statement by Author";NA
"Samarkand";"urban";"54755";"1964_1";"Uzbekistan / Uzbekskaja SSR";"present";"Factual Statement by Author";"Continuity"
"Samarkand";"progressive / peredovyj / novyj / efficient";"54755";"1964_1";"Uzbekistan / Uzbekskaja SSR";"present";"Factual Statement by Author";"Continuity"
"Samarkand";"educated";"54755";"1964_1";"Uzbekistan / Uzbekskaja SSR";"present";"Factual Statement by Author";"Continuity"
"tadzhiki Nuratinskogo khrebta";"urban";"54755";"1964_1";"groups in mountainous regions";"present";"Factual Statement by Author";"Continuity"
"tadzhiki Nuratinskogo khrebta";"progressive / peredovyj / novyj / efficient";"54755";"1964_1";"groups in mountainous regions";"present";"Factual Statement by Author";"Continuity"
"tadzhiki Nuratinskogo khrebta";"educated";"54755";"1964_1";"groups in mountainous regions";"present";"Factual Statement by Author";"Continuity"
"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"urban";"54755";"1964_1";"Historical locations";"present";"Factual Statement by Author";"Continuity"
"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"progressive / peredovyj / novyj / efficient";"54755";"1964_1";"Historical locations";"present";"Factual Statement by Author";"Continuity"
"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"educated";"54755";"1964_1";"Historical locations";"present";"Factual Statement by Author";"Continuity"
"Isfara";"democratic";"54923";"1982_3";"Ferghana / Ferganskaja dolina";"past: pre-Soviet";"Factual Statement by Author";"Continuity"
"Ura-Tjube";"democratic";"54923";"1982_3";"Ferghana / Ferganskaja dolina";"past: pre-Soviet";"Factual Statement by Author";"Continuity"
"cities in pre-Soviet Tajikistan";"democratic";"54923";"1982_3";"Tajikistan / TadzhSSR";"past: pre-Soviet";"Factual Statement by Author";"Continuity"
"tadzhiki verkhnej chasti doliny Shirabad-Dar'i";"traditional / narodnyj / nacional'nyj";"55004";"1965_2";"groups in mountainous regions";"past: early Soviet";"Factual Statement by Author";"Rupture"
"tadzhiki verkhnej chasti doliny Shirabad-Dar'i";"primitive / primitivno";"55004";"1965_2";"groups in mountainous regions";"past: early Soviet";"Factual Statement by Author";"Rupture"
"ishkashimcy";"threatened / attacked / in need of protection";"55318";"1989_5";"Pamiri groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"vakhancy";"threatened / attacked / in need of protection";"55318";"1989_5";"Pamiri groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"shugnancy";"threatened / attacked / in need of protection";"55318";"1989_5";"Pamiri groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"tadzhiki";"threatened / attacked / in need of protection";"55318";"1989_5";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"jazgulemcy";"threatened / attacked / in need of protection";"55318";"1989_5";"Pamiri groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"pamirskie narody";"threatened / attacked / in need of protection";"55318";"1989_5";"Pamiri groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"rushancy";"threatened / attacked / in need of protection";"55318";"1989_5";"Pamiri groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"Zeravshan";"unique / locally specific / svoeobraznyj / samobytnyj";"554766";"1953_3";"Northern Tajikistan";"present";"Factual Statement by Author";"Continuity"
"Zeravshan";"traditional / narodnyj / nacional'nyj";"554766";"1953_3";"Northern Tajikistan";"present";"Factual Statement by Author";"Continuity"
"Zeravshanskaja dolina";"archaic / arkhaichno";"555325";"1953_3";"Zeravshan";"present";"Factual Statement by Author";"Continuity"
"dolina Yazgulema / Yazgulem";"archaic / arkhaichno";"555325";"1953_3";"Pamir";"present";"Factual Statement by Author";"Continuity"
"Zakavkas";"archaic / arkhaichno";"555325";"1953_3";"Locations";"present";"Factual Statement by Author";"Continuity"
"gornaja Gruzija";"archaic / arkhaichno";"555325";"1953_3";"Gruzija / Georgia";"present";"Factual Statement by Author";"Continuity"
"Isfara";"progressive / peredovyj / novyj / efficient";"55722";"1982_3";"Ferghana / Ferganskaja dolina";"past: early Soviet";"Factual Statement by Author";NA
"Isfara";"progressive / peredovyj / novyj / efficient";"55722";"1982_3";"Ferghana / Ferganskaja dolina";"present";"Factual Statement by Author";NA
"Ura-Tjube";"progressive / peredovyj / novyj / efficient";"55722";"1982_3";"Ferghana / Ferganskaja dolina";"past: early Soviet";"Factual Statement by Author";NA
"Ura-Tjube";"progressive / peredovyj / novyj / efficient";"55722";"1982_3";"Ferghana / Ferganskaja dolina";"present";"Factual Statement by Author";NA
"sel'skoe naselenie juzhnykh i zapadnykh rajonov Tadzhikistana";"traditional / narodnyj / nacional'nyj";"56082";"1960_1";"sel'skoe naselenie Tadzh. / rural population of Tajikistan";NA;NA;NA
"sel'skoe naselenie juzhnykh i zapadnikh rajonov Uzbekistana";"traditional / narodnyj / nacional'nyj";"56082";"1960_1";"uzbeki";NA;NA;NA
"tjurki Uzbekistana";"traditional / narodnyj / nacional'nyj";"56082";"1960_1";"tjurki";NA;NA;NA
"tadzhiki";"developed / razvito";"565027";"1957-4";"Groups";"past: pre-Soviet";"Literature Review";NA
"tadzhiki";"developed / razvito";"565027";"1957-4";"Groups";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"tadzhiki";"kul'turno / cultured";"565027";"1957-4";"Groups";"past: pre-Soviet";"Literature Review";NA
"tadzhiki";"kul'turno / cultured";"565027";"1957-4";"Groups";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"tadzhiki";"collectivist";"565027";"1957-4";"Groups";"past: pre-Soviet";"Literature Review";NA
"tadzhiki";"collectivist";"565027";"1957-4";"Groups";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"tadzhiki";"druzheljubno / friendly";"565027";"1957-4";"Groups";"past: pre-Soviet";"Literature Review";NA
"tadzhiki";"druzheljubno / friendly";"565027";"1957-4";"Groups";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"tadzhiki";"hard-working";"565027";"1957-4";"Groups";"past: pre-Soviet";"Literature Review";NA
"tadzhiki";"hard-working";"565027";"1957-4";"Groups";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"narodnosti Zapadnogo Pamira";"isolated / otdalennyj / trudnodostupnyj";"575107";"1979_2";"Pamiri groups";"present";NA;NA
"narodnosti Zapadnogo Pamira";"unique / locally specific / svoeobraznyj / samobytnyj";"575107";"1979_2";"Pamiri groups";"present";NA;NA
"narodnosti Zapadnogo Pamira";"samostojatel'no / independent";"575107";"1979_2";"Pamiri groups";"present";NA;NA
"jazgulemcy";"isolated / otdalennyj / trudnodostupnyj";"575107";"1979_2";"Pamiri groups";"present";NA;NA
"jazgulemcy";"unique / locally specific / svoeobraznyj / samobytnyj";"575107";"1979_2";"Pamiri groups";"present";NA;NA
"jazgulemcy";"samostojatel'no / independent";"575107";"1979_2";"Pamiri groups";"present";NA;NA
"ishkashimcy";"isolated / otdalennyj / trudnodostupnyj";"575107";"1979_2";"Pamiri groups";"present";NA;NA
"ishkashimcy";"unique / locally specific / svoeobraznyj / samobytnyj";"575107";"1979_2";"Pamiri groups";"present";NA;NA
"ishkashimcy";"samostojatel'no / independent";"575107";"1979_2";"Pamiri groups";"present";NA;NA
"vakhancy";"isolated / otdalennyj / trudnodostupnyj";"575107";"1979_2";"Pamiri groups";"present";NA;NA
"vakhancy";"unique / locally specific / svoeobraznyj / samobytnyj";"575107";"1979_2";"Pamiri groups";"present";NA;NA
"vakhancy";"samostojatel'no / independent";"575107";"1979_2";"Pamiri groups";"present";NA;NA
"narody Vostochnogo Gindukusha";"isolated / otdalennyj / trudnodostupnyj";"575107";"1979_2";"narody Gindukusha";"present";NA;NA
"narody Vostochnogo Gindukusha";"unique / locally specific / svoeobraznyj / samobytnyj";"575107";"1979_2";"narody Gindukusha";"present";NA;NA
"narody Vostochnogo Gindukusha";"samostojatel'no / independent";"575107";"1979_2";"narody Gindukusha";"present";NA;NA
"mundzhancy";"isolated / otdalennyj / trudnodostupnyj";"575107";"1979_2";"Pamiri groups";"present";NA;NA
"mundzhancy";"unique / locally specific / svoeobraznyj / samobytnyj";"575107";"1979_2";"Pamiri groups";"present";NA;NA
"mundzhancy";"samostojatel'no / independent";"575107";"1979_2";"Pamiri groups";"present";NA;NA
"shugnancy";"isolated / otdalennyj / trudnodostupnyj";"575107";"1979_2";"Pamiri groups";"present";NA;NA
"shugnancy";"unique / locally specific / svoeobraznyj / samobytnyj";"575107";"1979_2";"Pamiri groups";"present";NA;NA
"shugnancy";"samostojatel'no / independent";"575107";"1979_2";"Pamiri groups";"present";NA;NA
"sarykol'cy";"isolated / otdalennyj / trudnodostupnyj";"575107";"1979_2";"Pamiri groups";"present";NA;NA
"sarykol'cy";"unique / locally specific / svoeobraznyj / samobytnyj";"575107";"1979_2";"Pamiri groups";"present";NA;NA
"sarykol'cy";"samostojatel'no / independent";"575107";"1979_2";"Pamiri groups";"present";NA;NA
"gornye rajony Kuljabskoj oblasti / mountainous regions Kuljab";"archaic / arkhaichno";"576840";"1954_4";"Kuljabskaja oblast' / Kuljab";"present";"Literature Review";"Continuity"
"gornye rajony Kuljabskoj oblasti / mountainous regions Kuljab";"archaic / arkhaichno";"576840";"1954_4";"Kuljabskaja oblast' / Kuljab";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity"
"gornye rajony Kuljabskoj oblasti / mountainous regions Kuljab";"unique / locally specific / svoeobraznyj / samobytnyj";"576840";"1954_4";"Kuljabskaja oblast' / Kuljab";"present";"Literature Review";"Continuity"
"gornye rajony Kuljabskoj oblasti / mountainous regions Kuljab";"unique / locally specific / svoeobraznyj / samobytnyj";"576840";"1954_4";"Kuljabskaja oblast' / Kuljab";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity"
"tadzhiki kuljabskoj oblasti / Kuljaba";"otstalyj / backward";"578012";"1954_4";"tadzhiki";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity"
"tadzhiki kuljabskoj oblasti / Kuljaba";"otstalyj / backward";"578012";"1954_4";"tadzhiki";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity"
"tadzhiki kuljabskoj oblasti / Kuljaba";"poor / impoverished";"578012";"1954_4";"tadzhiki";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity"
"tadzhiki kuljabskoj oblasti / Kuljaba";"poor / impoverished";"578012";"1954_4";"tadzhiki";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity"
"tadzhiki kuljabskoj oblasti / Kuljaba";"vredno / harmful";"578012";"1954_4";"tadzhiki";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity"
"tadzhiki kuljabskoj oblasti / Kuljaba";"vredno / harmful";"578012";"1954_4";"tadzhiki";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity"
"pamircy";"mixed / coexisting";"579750";"1979_2";"Pamiri groups";"present";"Literature Review";NA
"tadzhiki kuljabskoj oblasti / Kuljaba";"developed / razvito";"579974";"1954_4";"tadzhiki";"past: pre-Islamic / pre-Arab conquest";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity"
"tadzhiki kuljabskoj oblasti / Kuljaba";"developed / razvito";"579974";"1954_4";"tadzhiki";"past: pre-Islamic / pre-Arab conquest";"Literature Review";"Continuity"
"tadzhiki kuljabskoj oblasti / Kuljaba";"developed / razvito";"579974";"1954_4";"tadzhiki";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity"
"tadzhiki kuljabskoj oblasti / Kuljaba";"developed / razvito";"579974";"1954_4";"tadzhiki";"present";"Literature Review";"Continuity"
"tadzhiki kuljabskoj oblasti / Kuljaba";"traditional / narodnyj / nacional'nyj";"579974";"1954_4";"tadzhiki";"past: pre-Islamic / pre-Arab conquest";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity"
"tadzhiki kuljabskoj oblasti / Kuljaba";"traditional / narodnyj / nacional'nyj";"579974";"1954_4";"tadzhiki";"past: pre-Islamic / pre-Arab conquest";"Literature Review";"Continuity"
"tadzhiki kuljabskoj oblasti / Kuljaba";"traditional / narodnyj / nacional'nyj";"579974";"1954_4";"tadzhiki";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity"
"tadzhiki kuljabskoj oblasti / Kuljaba";"traditional / narodnyj / nacional'nyj";"579974";"1954_4";"tadzhiki";"present";"Literature Review";"Continuity"
"gornye tadzhiki";"isolated / otdalennyj / trudnodostupnyj";"58612";"1964-5";"groups in mountainous regions";NA;"Factual Statement by Author";NA
"gornye tadzhiki";"""chisto"" / pure / clean";"58612";"1964-5";"groups in mountainous regions";NA;"Factual Statement by Author";NA
"gornye tadzhiki";"evropeoidno / Caucasian / Europoid (racial classification)";"58612";"1964-5";"groups in mountainous regions";NA;"Factual Statement by Author";NA
"pamirskie tadzhiki";"isolated / otdalennyj / trudnodostupnyj";"58612";"1964-5";"Pamiri groups";NA;"Factual Statement by Author";NA
"pamirskie tadzhiki";"""chisto"" / pure / clean";"58612";"1964-5";"Pamiri groups";NA;"Factual Statement by Author";NA
"pamirskie tadzhiki";"evropeoidno / Caucasian / Europoid (racial classification)";"58612";"1964-5";"Pamiri groups";NA;"Factual Statement by Author";NA
"pamirskie tadzhiki Vakhana";"traditional / narodnyj / nacional'nyj";"586888";"1978_1";"Pamiri groups";"past";"Literature Review";"Continuity"
"pamirskie tadzhiki Vakhana";"primitive / primitivno";"586888";"1978_1";"Pamiri groups";"past";"Literature Review";"Continuity"
"pamirskie tadzhiki Vakhana";"khorosho prisposobleno / well adapted";"586888";"1978_1";"Pamiri groups";"past";"Literature Review";"Continuity"
"pamirskie tadzhiki Ishkashima";"traditional / narodnyj / nacional'nyj";"586888";"1978_1";"Pamiri groups";"past";"Literature Review";"Continuity"
"pamirskie tadzhiki Ishkashima";"primitive / primitivno";"586888";"1978_1";"Pamiri groups";"past";"Literature Review";"Continuity"
"pamirskie tadzhiki Ishkashima";"khorosho prisposobleno / well adapted";"586888";"1978_1";"Pamiri groups";"past";"Literature Review";"Continuity"
"tadzhiki verkhnej chasti doliny Shirabad-Dar'i";"modern / sovremennyj";"59495";"1965_2";"groups in mountainous regions";"present";"Factual Statement by Author";"Rupture"
"tadzhiki verkhnej chasti doliny Shirabad-Dar'i";"developed / razvito";"59495";"1965_2";"groups in mountainous regions";"present";"Factual Statement by Author";"Rupture"
"tadzhiki";"religious";"61396";"1963_6";"Groups";"present";"Factual Statement by Author";NA
"tadzhiki";"flawed / in need of improvement";"61396";"1963_6";"Groups";"present";"Factual Statement by Author";NA
"Tajikistan / TadzhSSR";"traditional / narodnyj / nacional'nyj";"615620";"1967_5";"Locations";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"Tajikistan / TadzhSSR";"religious";"615620";"1967_5";"Locations";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"Tajikistan / TadzhSSR";"traditional / narodnyj / nacional'nyj";"61776";"1979_3";"Locations";"present";"Factual Statement by Author";"Continuity"
"Uzbekistan / Uzbekskaja SSR";"traditional / narodnyj / nacional'nyj";"61776";"1979_3";"Locations";"present";"Factual Statement by Author";"Continuity"
"Uzbekistan / Uzbekskaja SSR";"traditional / narodnyj / nacional'nyj";"61938";"1979_3";"Locations";"past: Stalinist era / 1930s-40s";"Factual Statement by Author";NA
"Tajikistan / TadzhSSR";"traditional / narodnyj / nacional'nyj";"61938";"1979_3";"Locations";"past: Stalinist era / 1930s-40s";"Factual Statement by Author";NA
"tadzhiki doliny r.  Khuf";"archaic / arkhaichno";"620611";"1953_4";"Pamiri groups";"present";"Factual Statement by Author";"Continuity"
"tadzhiki doliny r.  Khuf";"isolated / otdalennyj / trudnodostupnyj";"620611";"1953_4";"Pamiri groups";"present";"Factual Statement by Author";"Continuity"
"tadzhiki doliny r.  Khuf";"zamknutyj (pro obraz zhizni) / secluded (lifestyle)";"620611";"1953_4";"Pamiri groups";"present";"Factual Statement by Author";"Continuity"
"tadzhiki doliny r.  Khuf";"isolated / otdalennyj / trudnodostupnyj";"620922";"1953_4";"Pamiri groups";NA;"Literature Review";NA
"dolina r. Khuf / Khuf";"obespechenno (material'noe blagosostojanie) / well off";"621993";"1953_4";"Pamir";"present";"Literature Review";"Rupture"
"dolina r. Khuf / Khuf";"changing / in a process of change";"621993";"1953_4";"Pamir";"present";"Literature Review";"Rupture"
"dolina r. Khuf / Khuf";"developed / razvito";"621993";"1953_4";"Pamir";"present";"Literature Review";"Rupture"
"dolina r. Khuf / Khuf";"educated";"621993";"1953_4";"Pamir";"present";"Literature Review";"Rupture"
"Pamir";"obespechenno (material'noe blagosostojanie) / well off";"621993";"1953_4";"Locations";"present";"Literature Review";"Rupture"
"Pamir";"changing / in a process of change";"621993";"1953_4";"Locations";"present";"Literature Review";"Rupture"
"Pamir";"developed / razvito";"621993";"1953_4";"Locations";"present";"Literature Review";"Rupture"
"Pamir";"educated";"621993";"1953_4";"Locations";"present";"Literature Review";"Rupture"
"tadzhiki";"otstalyj / backward";"630012";"1953_4";"Groups";"past: pre-Soviet";"Factual Statement by Author";"Rupture"
"tadzhiki";"poor / impoverished";"630012";"1953_4";"Groups";"past: pre-Soviet";"Factual Statement by Author";"Rupture"
"gornye oblasti Tadzh. / mountainous regions of Tajikistan";"matriarchal";"631145";"1953_4";"Tajikistan / TadzhSSR";"past: pre-Soviet";"Literature Review";"Continuity"
"dolina r. Khuf / Khuf";"matriarchal";"631145";"1953_4";"Pamir";"past: pre-Soviet";"Literature Review";"Continuity"
"Isfara";"modern / sovremennyj";"63448";"1982_3";"Ferghana / Ferganskaja dolina";"present";"Factual Statement by Author";NA
"Ura-Tjube";"modern / sovremennyj";"63448";"1982_3";"Ferghana / Ferganskaja dolina";"present";"Factual Statement by Author";NA
"Uzbekistan / Uzbekskaja SSR";"traditional / narodnyj / nacional'nyj";"63696";"1979_3";"Locations";"present";"Factual Statement by Author";"Continuity"
"Tajikistan / TadzhSSR";"traditional / narodnyj / nacional'nyj";"63696";"1979_3";"Locations";"present";"Factual Statement by Author";"Continuity"
"Kazakh women / kazashki";"modern / sovremennyj";"64207";"1979_3";"kazakhi";NA;"Factual Statement by Author";"Rupture"
"Kazakh women / kazashki";"traditional / narodnyj / nacional'nyj";"64207";"1979_3";"kazakhi";NA;"Factual Statement by Author";"Rupture"
"Kazakh women / kazashki";"mixed / coexisting";"64207";"1979_3";"kazakhi";NA;"Factual Statement by Author";"Rupture"
"Kyrgyz women / kirgizki";"modern / sovremennyj";"64207";"1979_3";"kirgizy";NA;"Factual Statement by Author";"Rupture"
"Kyrgyz women / kirgizki";"traditional / narodnyj / nacional'nyj";"64207";"1979_3";"kirgizy";NA;"Factual Statement by Author";"Rupture"
"Kyrgyz women / kirgizki";"mixed / coexisting";"64207";"1979_3";"kirgizy";NA;"Factual Statement by Author";"Rupture"
"zhitel'nicy jugo-zapadnykh rajonov Uzbekistana";"modern / sovremennyj";"64207";"1979_3";"uzbeki";NA;"Factual Statement by Author";"Rupture"
