"source";"target";"startpos";"issue";"group";"tempi";"type_of_statement";"past_present_relation";"feature";"relation"
"khik/vakhi";"khugni";"112879";"1989_5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"language / literaturnyj";"proximity / similarity"
"khugni";"zgamik";"112879";"1989_5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"language / literaturnyj";"proximity / similarity"
"jazgulemcy";"khugni";"112879";"1989_5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"language / literaturnyj";"proximity / similarity"
"ishkoshumi";"tadzhiki";"112879";"1989_5";"Pamir groups, Groups";NA;"Factual Statement by Author";NA;"language / literaturnyj";"proximity / similarity"
"ishkoshumi";"vakhancy";"112879";"1989_5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"language / literaturnyj";"proximity / similarity"
"ishkoshumi";"shugnancy";"112879";"1989_5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"language / literaturnyj";"proximity / similarity"
"bartangcy";"ishkoshumi";"112879";"1989_5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"language / literaturnyj";"proximity / similarity"
"ishkoshumi";"khik/vakhi";"112879";"1989_5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"language / literaturnyj";"proximity / similarity"
"ishkoshumi";"zgamik";"112879";"1989_5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"language / literaturnyj";"proximity / similarity"
"ishkoshumi";"jazgulemcy";"112879";"1989_5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"language / literaturnyj";"proximity / similarity"
"tadzhiki";"vakhancy";"112879";"1989_5";"Groups, Pamir groups";NA;"Factual Statement by Author";NA;"language / literaturnyj";"proximity / similarity"
"tadzhiki";"zgamik";"112879";"1989_5";"Groups, Pamir groups";NA;"Factual Statement by Author";NA;"language / literaturnyj";"proximity / similarity"
"shugnancy";"vakhancy";"112879";"1989_5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"language / literaturnyj";"proximity / similarity"
"bartangcy";"vakhancy";"112879";"1989_5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"language / literaturnyj";"proximity / similarity"
"khik/vakhi";"vakhancy";"112879";"1989_5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"language / literaturnyj";"proximity / similarity"
"vakhancy";"zgamik";"112879";"1989_5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"language / literaturnyj";"proximity / similarity"
"jazgulemcy";"vakhancy";"112879";"1989_5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"language / literaturnyj";"proximity / similarity"
"bartangcy";"shugnancy";"112879";"1989_5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"language / literaturnyj";"proximity / similarity"
"khik/vakhi";"shugnancy";"112879";"1989_5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"language / literaturnyj";"proximity / similarity"
"shugnancy";"zgamik";"112879";"1989_5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"language / literaturnyj";"proximity / similarity"
"jazgulemcy";"shugnancy";"112879";"1989_5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"language / literaturnyj";"proximity / similarity"
"bartangcy";"khik/vakhi";"112879";"1989_5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"language / literaturnyj";"proximity / similarity"
"bartangcy";"zgamik";"112879";"1989_5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"language / literaturnyj";"proximity / similarity"
"bartangcy";"jazgulemcy";"112879";"1989_5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"language / literaturnyj";"proximity / similarity"
"khik/vakhi";"zgamik";"112879";"1989_5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"language / literaturnyj";"proximity / similarity"
"jazgulemcy";"khik/vakhi";"112879";"1989_5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"language / literaturnyj";"proximity / similarity"
"jazgulemcy";"zgamik";"112879";"1989_5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"language / literaturnyj";"proximity / similarity"
"ravninnye tadzhiki";"uzbeki";"114181";"1970_1";"groups in plainland regions, Central Asian titular nations";"past: pre-Soviet";"Factual Statement by Author";NA;"mode of production / khozjajsvennyj uklad / economic system";"proximity / similarity"
"polukochevye uzbeki";"turkmeny";"114366";"1970_1";"uzbeki, Central Asian titular nations";"past: pre-Soviet";"Factual Statement by Author";NA;"mode of production / khozjajsvennyj uklad / economic system";"proximity / similarity"
"kirgizy";"turkmeny";"114366";"1970_1";"Central Asian titular nations, Central Asian titular nations";"past: pre-Soviet";"Factual Statement by Author";NA;"mode of production / khozjajsvennyj uklad / economic system";"proximity / similarity"
"kirgizy";"polukochevye narody / narodnosti";"114366";"1970_1";"Central Asian titular nations, Groups";"past: pre-Soviet";"Factual Statement by Author";NA;"mode of production / khozjajsvennyj uklad / economic system";"proximity / similarity"
"kazakhi";"kirgizy";"114366";"1970_1";"Central Asian titular nations, Central Asian titular nations";"past: pre-Soviet";"Factual Statement by Author";NA;"mode of production / khozjajsvennyj uklad / economic system";"proximity / similarity"
"kirgizy";"kochevye narody";"114366";"1970_1";"Central Asian titular nations, Groups";"past: pre-Soviet";"Factual Statement by Author";NA;"mode of production / khozjajsvennyj uklad / economic system";"proximity / similarity"
"gornye oblasti Tadzh. / mountainous regions of Tajikistan";"turkmeny";"114366";"1970_1";"Tajikistan / TadzhSSR, Central Asian titular nations";"past: pre-Soviet";"Factual Statement by Author";NA;"mode of production / khozjajsvennyj uklad / economic system";"proximity / similarity"
"gornye oblasti Tadzh. / mountainous regions of Tajikistan";"karakalpaki";"114366";"1970_1";"Tajikistan / TadzhSSR, Groups";"past: pre-Soviet";"Factual Statement by Author";NA;"mode of production / khozjajsvennyj uklad / economic system";"proximity / similarity"
"gornye oblasti Tadzh. / mountainous regions of Tajikistan";"polukochevye narody / narodnosti";"114366";"1970_1";"Tajikistan / TadzhSSR, Groups";"past: pre-Soviet";"Factual Statement by Author";NA;"mode of production / khozjajsvennyj uklad / economic system";"proximity / similarity"
"gornye oblasti Tadzh. / mountainous regions of Tajikistan";"kazakhi";"114366";"1970_1";"Tajikistan / TadzhSSR, Central Asian titular nations";"past: pre-Soviet";"Factual Statement by Author";NA;"mode of production / khozjajsvennyj uklad / economic system";"proximity / similarity"
"gornye oblasti Tadzh. / mountainous regions of Tajikistan";"kochevye narody";"114366";"1970_1";"Tajikistan / TadzhSSR, Groups";"past: pre-Soviet";"Factual Statement by Author";NA;"mode of production / khozjajsvennyj uklad / economic system";"proximity / similarity"
"gornye oblasti Tadzh. / mountainous regions of Tajikistan";"gornye tadzhiki";"114366";"1970_1";"Tajikistan / TadzhSSR, groups in mountainous regions";"past: pre-Soviet";"Factual Statement by Author";NA;"mode of production / khozjajsvennyj uklad / economic system";"proximity / similarity"
"kazakhi";"turkmeny";"114366";"1970_1";"Central Asian titular nations, Central Asian titular nations";"past: pre-Soviet";"Factual Statement by Author";NA;"mode of production / khozjajsvennyj uklad / economic system";"proximity / similarity"
"karakalpaki";"polukochevye narody / narodnosti";"114366";"1970_1";"Groups, Groups";"past: pre-Soviet";"Factual Statement by Author";NA;"mode of production / khozjajsvennyj uklad / economic system";"proximity / similarity"
"karakalpaki";"kazakhi";"114366";"1970_1";"Groups, Central Asian titular nations";"past: pre-Soviet";"Factual Statement by Author";NA;"mode of production / khozjajsvennyj uklad / economic system";"proximity / similarity"
"karakalpaki";"kochevye narody";"114366";"1970_1";"Groups, Groups";"past: pre-Soviet";"Factual Statement by Author";NA;"mode of production / khozjajsvennyj uklad / economic system";"proximity / similarity"
"kochevye narody";"polukochevye narody / narodnosti";"114366";"1970_1";"Groups, Groups";"past: pre-Soviet";"Factual Statement by Author";NA;"mode of production / khozjajsvennyj uklad / economic system";"proximity / similarity"
"kazakhi";"kochevye narody";"114366";"1970_1";"Central Asian titular nations, Groups";"past: pre-Soviet";"Factual Statement by Author";NA;"mode of production / khozjajsvennyj uklad / economic system";"proximity / similarity"
"ravninnye tadzhiki";"uzbeki";"114745";"1976_2";"groups in plainland regions, Central Asian titular nations";"present";"Factual Statement by Author";NA;"mozaichnost' / ethnic heterogeneity";"contact / connection (interpersonal, interethnic,...)"
"tadzhiki Darvaza";"tadzhiki Karategina";"114772";"1989_5";"gornye tadzhiki, gornye tadzhiki";NA;"Factual Statement by Author";NA;"kul'tura / kul'turnye tradicii / culture / cultural traditions";"proximity / similarity"
"tadzhiki Gissara";"tadzhiki Karategina";"114772";"1989_5";"gornye tadzhiki, gornye tadzhiki";NA;"Factual Statement by Author";NA;"kul'tura / kul'turnye tradicii / culture / cultural traditions";"proximity / similarity"
"tadzhiki Karategina";"tadzhiki v Afganistane / Tajiks in Afghanistan";"114772";"1989_5";"gornye tadzhiki, Tajiks outside Tajikistan";NA;"Factual Statement by Author";NA;"kul'tura / kul'turnye tradicii / culture / cultural traditions";"proximity / similarity"
"tadzhiki Darvaza";"tadzhiki Gissara";"114772";"1989_5";"gornye tadzhiki, gornye tadzhiki";NA;"Factual Statement by Author";NA;"kul'tura / kul'turnye tradicii / culture / cultural traditions";"proximity / similarity"
"tadzhiki Darvaza";"tadzhiki v Afganistane / Tajiks in Afghanistan";"114772";"1989_5";"gornye tadzhiki, Tajiks outside Tajikistan";NA;"Factual Statement by Author";NA;"kul'tura / kul'turnye tradicii / culture / cultural traditions";"proximity / similarity"
"narodnosti Zapadnogo Pamira";"narody Gindukusha";"114772";"1989_5";"Pamir groups, Groups";NA;"Factual Statement by Author";NA;"kul'tura / kul'turnye tradicii / culture / cultural traditions";"proximity / similarity"
"narodnosti Zapadnogo Pamira";"tadzhiki Gissara";"114772";"1989_5";"Pamir groups, gornye tadzhiki";NA;"Factual Statement by Author";NA;"kul'tura / kul'turnye tradicii / culture / cultural traditions";"proximity / similarity"
"narodnosti Zapadnogo Pamira";"tadzhiki v Afganistane / Tajiks in Afghanistan";"114772";"1989_5";"Pamir groups, Tajiks outside Tajikistan";NA;"Factual Statement by Author";NA;"kul'tura / kul'turnye tradicii / culture / cultural traditions";"proximity / similarity"
"narody Gindukusha";"tadzhiki Gissara";"114772";"1989_5";"Groups, gornye tadzhiki";NA;"Factual Statement by Author";NA;"kul'tura / kul'turnye tradicii / culture / cultural traditions";"proximity / similarity"
"narody Gindukusha";"tadzhiki v Afganistane / Tajiks in Afghanistan";"114772";"1989_5";"Groups, Tajiks outside Tajikistan";NA;"Factual Statement by Author";NA;"kul'tura / kul'turnye tradicii / culture / cultural traditions";"proximity / similarity"
"tadzhiki Gissara";"tadzhiki v Afganistane / Tajiks in Afghanistan";"114772";"1989_5";"gornye tadzhiki, Tajiks outside Tajikistan";NA;"Factual Statement by Author";NA;"kul'tura / kul'turnye tradicii / culture / cultural traditions";"proximity / similarity"
"gornye oblasti Tadzh. / mountainous regions of Tajikistan";"ravninnye oblasti Tadzh. / plainland regions of Tajikistan";"115389";"1955_3";"Tajikistan / TadzhSSR, Tajikistan / TadzhSSR";"present";"Factual Statement by Author";"Rupture";"kul'tura / kul'turnye tradicii / culture / cultural traditions";NA
"gornye oblasti Tadzh. / mountainous regions of Tajikistan";"ravninnye oblasti Tadzh. / plainland regions of Tajikistan";"115389";"1955_3";"Tajikistan / TadzhSSR, Tajikistan / TadzhSSR";"present";"Factual Statement by Author";"Rupture";"life on kolkhozes / kolkhoznoe krest'janstvo";NA
"jagnobcy / Yaghnobis";"tadzhiki";"115432";"1969_5";"groups in mountainous regions, Groups";"present";NA;NA;"profession / zanjatie";"proximity / similarity"
"tadzhiki verkhov'ev Zeravshana";"varzobcy / varzobi";"115894";"1969_5";"gornye tadzhiki, tadzhikskoe naselenie bassejna r. Varzob";NA;"Factual Statement by Author";NA;"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"proximity / similarity"
"tadzhiki Gissara";"varzobcy / varzobi";"116192";"1969_5";"gornye tadzhiki, tadzhikskoe naselenie bassejna r. Varzob";NA;"Factual Statement by Author";NA;"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"proximity / similarity"
"tadzhiki";"vandzhcy / vandzhi / vanchcy";"116676";"1989_5";"Groups, Pamir groups";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";NA;"religion (Islam)";"assimilation"
"tadzhiki";"vandzhcy / vandzhi / vanchcy";"116676";"1989_5";"Groups, Pamir groups";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";NA;"byt / bytovyj uklad / every-day life practices";"assimilation"
"Kuljabskaja oblast' / Kuljab";"Tajikistan / TadzhSSR";"117825";"1955_3";"Southern Tajikistan, Locations";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"byt / bytovyj uklad / every-day life practices";NA
"Kuljabskaja oblast' / Kuljab";"Tajikistan / TadzhSSR";"117825";"1955_3";"Southern Tajikistan, Locations";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"kul'tura / kul'turnye tradicii / culture / cultural traditions";NA
"karakalpaki";"tadzhiki";"118451";"1963_5";"Groups, Groups";"present";"Factual Statement by Author";NA;"child birth / obychai i obrjady svjazannye s rozhdeniem";"proximity / similarity"
"karakalpaki";"tadzhiki";"118451";"1963_5";"Groups, Groups";"present";"Factual Statement by Author";NA;"magicheskie obrjady / praktiki / magic rites / practices";"proximity / similarity"
"tadzhiki";"turkmeny";"118451";"1963_5";"Groups, Central Asian titular nations";"present";"Factual Statement by Author";NA;"child birth / obychai i obrjady svjazannye s rozhdeniem";"proximity / similarity"
"tadzhiki";"turkmeny";"118451";"1963_5";"Groups, Central Asian titular nations";"present";"Factual Statement by Author";NA;"magicheskie obrjady / praktiki / magic rites / practices";"proximity / similarity"
"tadzhiki";"uzbeki";"118451";"1963_5";"Groups, Central Asian titular nations";"present";"Factual Statement by Author";NA;"child birth / obychai i obrjady svjazannye s rozhdeniem";"proximity / similarity"
"tadzhiki";"uzbeki";"118451";"1963_5";"Groups, Central Asian titular nations";"present";"Factual Statement by Author";NA;"magicheskie obrjady / praktiki / magic rites / practices";"proximity / similarity"
"karakalpaki";"kazakhi";"118451";"1963_5";"Groups, Central Asian titular nations";"present";"Factual Statement by Author";NA;"child birth / obychai i obrjady svjazannye s rozhdeniem";"proximity / similarity"
"karakalpaki";"kazakhi";"118451";"1963_5";"Groups, Central Asian titular nations";"present";"Factual Statement by Author";NA;"magicheskie obrjady / praktiki / magic rites / practices";"proximity / similarity"
"karakalpaki";"kirgizy";"118451";"1963_5";"Groups, Central Asian titular nations";"present";"Factual Statement by Author";NA;"child birth / obychai i obrjady svjazannye s rozhdeniem";"proximity / similarity"
"karakalpaki";"kirgizy";"118451";"1963_5";"Groups, Central Asian titular nations";"present";"Factual Statement by Author";NA;"magicheskie obrjady / praktiki / magic rites / practices";"proximity / similarity"
"karakalpaki";"turkmeny";"118451";"1963_5";"Groups, Central Asian titular nations";"present";"Factual Statement by Author";NA;"child birth / obychai i obrjady svjazannye s rozhdeniem";"proximity / similarity"
"karakalpaki";"turkmeny";"118451";"1963_5";"Groups, Central Asian titular nations";"present";"Factual Statement by Author";NA;"magicheskie obrjady / praktiki / magic rites / practices";"proximity / similarity"
"karakalpaki";"uzbeki";"118451";"1963_5";"Groups, Central Asian titular nations";"present";"Factual Statement by Author";NA;"child birth / obychai i obrjady svjazannye s rozhdeniem";"proximity / similarity"
