"source";"target";"startpos";"issue";"group";"tempi";"type_of_statement";"past_present_relation";"attribute"
"sredneaziatskie araby / Central Asian Arabs";"tadzhiki";"471786";"1990_6";"Groups, Groups";"past";"Factual Statement by Author";NA;"Muslim"
"afgancy / Afghans";"kirgizy";"471786";"1990_6";"Central Asian titular nations, Groups in Afghanistan";"past";"Factual Statement by Author";NA;"collectivist"
"afgancy / Afghans";"kirgizy";"471786";"1990_6";"Central Asian titular nations, Groups in Afghanistan";"past";"Factual Statement by Author";NA;"Muslim"
"kirgizy";"uzbeki";"471786";"1990_6";"Central Asian titular nations, Central Asian titular nations";"past";"Factual Statement by Author";NA;"collectivist"
"kirgizy";"uzbeki";"471786";"1990_6";"Central Asian titular nations, Central Asian titular nations";"past";"Factual Statement by Author";NA;"Muslim"
"kirgizy";"sredneaziatskie araby / Central Asian Arabs";"471786";"1990_6";"Central Asian titular nations, Groups";"past";"Factual Statement by Author";NA;"collectivist"
"kirgizy";"sredneaziatskie araby / Central Asian Arabs";"471786";"1990_6";"Central Asian titular nations, Groups";"past";"Factual Statement by Author";NA;"Muslim"
"afgancy / Afghans";"uzbeki";"471786";"1990_6";"Groups in Afghanistan, Central Asian titular nations";"past";"Factual Statement by Author";NA;"collectivist"
"afgancy / Afghans";"uzbeki";"471786";"1990_6";"Groups in Afghanistan, Central Asian titular nations";"past";"Factual Statement by Author";NA;"Muslim"
"afgancy / Afghans";"sredneaziatskie araby / Central Asian Arabs";"471786";"1990_6";"Groups in Afghanistan, Groups";"past";"Factual Statement by Author";NA;"collectivist"
"afgancy / Afghans";"sredneaziatskie araby / Central Asian Arabs";"471786";"1990_6";"Groups in Afghanistan, Groups";"past";"Factual Statement by Author";NA;"Muslim"
"sredneaziatskie araby / Central Asian Arabs";"uzbeki";"471786";"1990_6";"Central Asian titular nations, Groups";"past";"Factual Statement by Author";NA;"collectivist"
"sredneaziatskie araby / Central Asian Arabs";"uzbeki";"471786";"1990_6";"Central Asian titular nations, Groups";"past";"Factual Statement by Author";NA;"Muslim"
"gornye rajony Kuljabskoj oblasti";"ravniny juzhnogo Tadzhikistana / Southern Tajikistan plainlands";"479456";"1974_6";"ravninnye oblasti Tadzh. / plainland regions of Tajikistan, Kuljabskaja oblast' / Kuljab";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"traditional / narodnyj / nacional'nyj"
"karakalpaki";"tadzhiki";"479596";"1983_6";"Groups, Groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"modern / sovremennyj"
"karakalpaki";"tadzhiki";"479596";"1983_6";"Groups, Groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"changing / in a process of change"
"Tajikistan / TadzhSSR";"Turkmenistan / Turkmenija / Turkmenskaja SSR";"480579";"1983_6";"Locations, Locations";NA;"Factual Statement by Author";NA;"growing (population: mnogodetnost')"
"Tajikistan / TadzhSSR";"Uzbekistan / Uzbekskaja SSR";"480579";"1983_6";"Locations, Locations";NA;"Factual Statement by Author";NA;"growing (population: mnogodetnost')"
"Turkmenistan / Turkmenija / Turkmenskaja SSR";"Uzbekistan / Uzbekskaja SSR";"480579";"1983_6";"Locations, Locations";NA;"Factual Statement by Author";NA;"growing (population: mnogodetnost')"
"vostochnaja chast' Bukharskogo khanstva";"zapadnaja chast' Bukharskogo khanstva";"487585";"1957_2";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat, Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"feudal"
"vostochnaja chast' Bukharskogo khanstva";"zapadnaja chast' Bukharskogo khanstva";"487585";"1957_2";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat, Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"patriarchal"
"vostochnaja chast' Bukharskogo khanstva";"zapadnaja chast' Bukharskogo khanstva";"487585";"1957_2";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat, Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"unequal"
"vostochnaja chast' Bukharskogo khanstva";"zapadnaja chast' Bukharskogo khanstva";"487585";"1957_2";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat, Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"suppressed / ugnetennyj / exploited / exploitative"
"Tajik women / tadzhichki";"Uzbek women / uzbechki";"488169";"1990_6";"uzbeki, tadzhiki";"present";"Factual Statement by Author";"Continuity";"collectivist"
"sel'skoe naselenie gornykh rajonov Tadzhikistana";"tadzhiki";"492871";"1957_2";"sel'skoe naselenie Tadzh. / rural population of Tajikistan, Groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";"superstitious"
"sel'skoe naselenie gornykh rajonov Tadzhikistana";"tadzhiki";"492871";"1957_2";"sel'skoe naselenie Tadzh. / rural population of Tajikistan, Groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";"religious"
"sel'skoe naselenie gornykh rajonov Tadzhikistana";"tadzhiki";"492871";"1957_2";"sel'skoe naselenie Tadzh. / rural population of Tajikistan, Groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";"uneducated"
"sel'skoe naselenie gornykh rajonov Tadzhikistana";"tadzhiki";"492871";"1957_2";"sel'skoe naselenie Tadzh. / rural population of Tajikistan, Groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";"vredno / harmful"
"iranskie narody / Iranian peoples";"tadzhiki srednej chasti doliny Zeravshana";"496053";"1973_1";"Groups in Iran, tadzhiki";"past: pre-Islamic / pre-Arab conquest";"Factual Statement by Author";NA;"zoroastrijskij / Zoroastrian"
"Isfara";"Ura-Tjube";"49854";"1982_3";"Ferghana / Ferganskaja dolina, Ferghana / Ferganskaja dolina";"past: pre-Soviet";"Factual Statement by Author";NA;"peaceful"
"Isfara";"Ura-Tjube";"49973";"1982_3";"Ferghana / Ferganskaja dolina, Ferghana / Ferganskaja dolina";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";NA;"belligerent"
"gornye shotlandcy";"gornye tadzhiki";"501434";"1957_2";"Groups, groups in mountainous regions";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"feudal"
"gornye shotlandcy";"gornye tadzhiki";"501434";"1957_2";"Groups, groups in mountainous regions";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"patriarchal"
"gornye shotlandcy";"gornye tadzhiki";"501434";"1957_2";"Groups, groups in mountainous regions";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"isolated / otdalennyj / trudnodostupnyj"
"chernogorcy";"gornye shotlandcy";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"feudal"
"chernogorcy";"gornye shotlandcy";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"patriarchal"
"chernogorcy";"gornye shotlandcy";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"isolated / otdalennyj / trudnodostupnyj"
"gornye shotlandcy";"polukochevye narody / narodnosti";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"feudal"
"gornye shotlandcy";"polukochevye narody / narodnosti";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"patriarchal"
"gornye shotlandcy";"polukochevye narody / narodnosti";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"isolated / otdalennyj / trudnodostupnyj"
"gornye shotlandcy";"kochevye narody";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"feudal"
"gornye shotlandcy";"kochevye narody";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"patriarchal"
"gornye shotlandcy";"kochevye narody";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"isolated / otdalennyj / trudnodostupnyj"
"gornye shotlandcy";"narody Kavkaza";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"feudal"
"gornye shotlandcy";"narody Kavkaza";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"patriarchal"
"gornye shotlandcy";"narody Kavkaza";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"isolated / otdalennyj / trudnodostupnyj"
"chernogorcy";"gornye tadzhiki";"501434";"1957_2";"groups in mountainous regions, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"feudal"
"chernogorcy";"gornye tadzhiki";"501434";"1957_2";"groups in mountainous regions, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"patriarchal"
"chernogorcy";"gornye tadzhiki";"501434";"1957_2";"groups in mountainous regions, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"isolated / otdalennyj / trudnodostupnyj"
"gornye tadzhiki";"polukochevye narody / narodnosti";"501434";"1957_2";"groups in mountainous regions, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"feudal"
"gornye tadzhiki";"polukochevye narody / narodnosti";"501434";"1957_2";"groups in mountainous regions, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"patriarchal"
"gornye tadzhiki";"polukochevye narody / narodnosti";"501434";"1957_2";"groups in mountainous regions, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"isolated / otdalennyj / trudnodostupnyj"
"gornye tadzhiki";"kochevye narody";"501434";"1957_2";"groups in mountainous regions, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"feudal"
"gornye tadzhiki";"kochevye narody";"501434";"1957_2";"groups in mountainous regions, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"patriarchal"
"gornye tadzhiki";"kochevye narody";"501434";"1957_2";"groups in mountainous regions, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"isolated / otdalennyj / trudnodostupnyj"
"gornye tadzhiki";"narody Kavkaza";"501434";"1957_2";"groups in mountainous regions, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"feudal"
"gornye tadzhiki";"narody Kavkaza";"501434";"1957_2";"groups in mountainous regions, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"patriarchal"
"gornye tadzhiki";"narody Kavkaza";"501434";"1957_2";"groups in mountainous regions, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"isolated / otdalennyj / trudnodostupnyj"
"chernogorcy";"polukochevye narody / narodnosti";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"feudal"
"chernogorcy";"polukochevye narody / narodnosti";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"patriarchal"
"chernogorcy";"polukochevye narody / narodnosti";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"isolated / otdalennyj / trudnodostupnyj"
"chernogorcy";"kochevye narody";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"feudal"
"chernogorcy";"kochevye narody";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"patriarchal"
"chernogorcy";"kochevye narody";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"isolated / otdalennyj / trudnodostupnyj"
"chernogorcy";"narody Kavkaza";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"feudal"
"chernogorcy";"narody Kavkaza";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"patriarchal"
"chernogorcy";"narody Kavkaza";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"isolated / otdalennyj / trudnodostupnyj"
"kochevye narody";"polukochevye narody / narodnosti";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"feudal"
"kochevye narody";"polukochevye narody / narodnosti";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"patriarchal"
"kochevye narody";"polukochevye narody / narodnosti";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"isolated / otdalennyj / trudnodostupnyj"
"narody Kavkaza";"polukochevye narody / narodnosti";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"feudal"
"narody Kavkaza";"polukochevye narody / narodnosti";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"patriarchal"
"narody Kavkaza";"polukochevye narody / narodnosti";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"isolated / otdalennyj / trudnodostupnyj"
"kochevye narody";"narody Kavkaza";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"feudal"
"kochevye narody";"narody Kavkaza";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"patriarchal"
"kochevye narody";"narody Kavkaza";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"isolated / otdalennyj / trudnodostupnyj"
"tadzhiki";"uzbeki";"51463";"1960_2";"Central Asian titular nations, Groups";NA;"Factual Statement by Author";NA;"collectivist"
"tadzhiki";"uzbeki";"51463";"1960_2";"Central Asian titular nations, Groups";NA;"Factual Statement by Author";NA;"hard-working"
"Ferghana / Ferganskaja dolina";"Golodnaja step'";"522873";"1955_3";"Ferghana / Ferganskaja dolina, Northern Tajikistan";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"developed / razvito"
"Ferghana / Ferganskaja dolina";"Golodnaja step'";"522873";"1955_3";"Ferghana / Ferganskaja dolina, Northern Tajikistan";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"progressive / peredovyj / novyj / efficient"
"Ferghana / Ferganskaja dolina";"Golodnaja step'";"522873";"1955_3";"Ferghana / Ferganskaja dolina, Northern Tajikistan";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"innovative"
"Ferghana / Ferganskaja dolina";"Golodnaja step'";"522873";"1955_3";"Ferghana / Ferganskaja dolina, Northern Tajikistan";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"successful / uspeshno"
"Ferghana / Ferganskaja dolina";"Golodnaja step'";"522873";"1955_3";"Ferghana / Ferganskaja dolina, Northern Tajikistan";"present";"Correction of cited research or literature";"Rupture";"developed / razvito"
"Ferghana / Ferganskaja dolina";"Golodnaja step'";"522873";"1955_3";"Ferghana / Ferganskaja dolina, Northern Tajikistan";"present";"Correction of cited research or literature";"Rupture";"progressive / peredovyj / novyj / efficient"
"Ferghana / Ferganskaja dolina";"Golodnaja step'";"522873";"1955_3";"Ferghana / Ferganskaja dolina, Northern Tajikistan";"present";"Correction of cited research or literature";"Rupture";"innovative"
"Ferghana / Ferganskaja dolina";"Golodnaja step'";"522873";"1955_3";"Ferghana / Ferganskaja dolina, Northern Tajikistan";"present";"Correction of cited research or literature";"Rupture";"successful / uspeshno"
"tadzhiki Bukhary (Uzbekistan)";"tadzhiki Samarkanda (Uzbekistan)";"53066";"1991_1";"Tajiks outside the Tajik SSR, Tajiks outside the Tajik SSR";"past: Stalinist era / 1930s-40s";"Factual Statement by Author";NA;"resistent / resisting"
"tadzhiki Bukhary (Uzbekistan)";"tadzhiki Samarkanda (Uzbekistan)";"53066";"1991_1";"Tajiks outside the Tajik SSR, Tajiks outside the Tajik SSR";"past: early Soviet";"Factual Statement by Author";NA;"resistent / resisting"
"bassejn / dolina Zeravshan";"verkhovya Matchi";"531251";"1953_3";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan, Zeravshan";"present";"Factual Statement by Author";NA;"traditional / narodnyj / nacional'nyj"
"Tajikistan / TadzhSSR";"Ura-Tjube";"538087";"1953_3";"Locations, Ferghana / Ferganskaja dolina";"present";"Factual Statement by Author";NA;"traditional / narodnyj / nacional'nyj"
"downstream r. Zeravshan";"severnye otrogi Zeravshanskogo khrebta";"543490";"1953_3";"Zeravshan, Zeravshan";"present";"Factual Statement by Author";NA;"unique / locally specific / svoeobraznyj / samobytnyj"
"gornye tadzhiki";"ravninnye tadzhiki";"544966";"1953_3";"groups in plainland regions, groups in mountainous regions";"present";"Factual Statement by Author";NA;"traditional / narodnyj / nacional'nyj"
"gornye tadzhiki";"ravninnye tadzhiki";"544966";"1953_3";"groups in plainland regions, groups in mountainous regions";"present";"Factual Statement by Author";NA;"diverse / mnogoobrazno"
"bassejn / dolina r. Khingou / Obikhingob";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"547039";"1953_3";"pritoki r. Vakhsh, Locations";"present";"Factual Statement by Author";NA;"unique / locally specific / svoeobraznyj / samobytnyj"
"tadzhiki Nuratinskogo khrebta";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"54755";"1964_1";"groups in mountainous regions, Historical locations";"present";"Factual Statement by Author";"Continuity";"urban"
"tadzhiki Nuratinskogo khrebta";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"54755";"1964_1";"groups in mountainous regions, Historical locations";"present";"Factual Statement by Author";"Continuity";"progressive / peredovyj / novyj / efficient"
"tadzhiki Nuratinskogo khrebta";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"54755";"1964_1";"groups in mountainous regions, Historical locations";"present";"Factual Statement by Author";"Continuity";"educated"
"Samarkand";"tadzhiki Nuratinskogo khrebta";"54755";"1964_1";"groups in mountainous regions, Uzbekistan / Uzbekskaja SSR";"present";"Factual Statement by Author";"Continuity";"urban"
"Samarkand";"tadzhiki Nuratinskogo khrebta";"54755";"1964_1";"groups in mountainous regions, Uzbekistan / Uzbekskaja SSR";"present";"Factual Statement by Author";"Continuity";"progressive / peredovyj / novyj / efficient"
"Samarkand";"tadzhiki Nuratinskogo khrebta";"54755";"1964_1";"groups in mountainous regions, Uzbekistan / Uzbekskaja SSR";"present";"Factual Statement by Author";"Continuity";"educated"
"Samarkand";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"54755";"1964_1";"Historical locations, Uzbekistan / Uzbekskaja SSR";"present";"Factual Statement by Author";"Continuity";"urban"
"Samarkand";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"54755";"1964_1";"Historical locations, Uzbekistan / Uzbekskaja SSR";"present";"Factual Statement by Author";"Continuity";"progressive / peredovyj / novyj / efficient"
"Samarkand";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"54755";"1964_1";"Historical locations, Uzbekistan / Uzbekskaja SSR";"present";"Factual Statement by Author";"Continuity";"educated"
"cities in pre-Soviet Tajikistan";"Isfara";"54923";"1982_3";"Tajikistan / TadzhSSR, Ferghana / Ferganskaja dolina";"past: pre-Soviet";"Factual Statement by Author";"Continuity";"democratic"
"cities in pre-Soviet Tajikistan";"Ura-Tjube";"54923";"1982_3";"Tajikistan / TadzhSSR, Ferghana / Ferganskaja dolina";"past: pre-Soviet";"Factual Statement by Author";"Continuity";"democratic"
"Isfara";"Ura-Tjube";"54923";"1982_3";"Ferghana / Ferganskaja dolina, Ferghana / Ferganskaja dolina";"past: pre-Soviet";"Factual Statement by Author";"Continuity";"democratic"
"pamirskie narody";"tadzhiki";"55318";"1989_5";"Groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"threatened / attacked / in need of protection"
"jazgulemcy";"tadzhiki";"55318";"1989_5";"Groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"threatened / attacked / in need of protection"
"ishkashimcy";"tadzhiki";"55318";"1989_5";"Groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"threatened / attacked / in need of protection"
"tadzhiki";"vakhancy";"55318";"1989_5";"Groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"threatened / attacked / in need of protection"
"shugnancy";"tadzhiki";"55318";"1989_5";"Groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"threatened / attacked / in need of protection"
"rushancy";"tadzhiki";"55318";"1989_5";"Groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"threatened / attacked / in need of protection"
"jazgulemcy";"pamirskie narody";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"threatened / attacked / in need of protection"
"ishkashimcy";"pamirskie narody";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"threatened / attacked / in need of protection"
"pamirskie narody";"vakhancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"threatened / attacked / in need of protection"
"pamirskie narody";"shugnancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"threatened / attacked / in need of protection"
"pamirskie narody";"rushancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"threatened / attacked / in need of protection"
"ishkashimcy";"jazgulemcy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"threatened / attacked / in need of protection"
"jazgulemcy";"vakhancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"threatened / attacked / in need of protection"
"jazgulemcy";"shugnancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"threatened / attacked / in need of protection"
"jazgulemcy";"rushancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"threatened / attacked / in need of protection"
"ishkashimcy";"vakhancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"threatened / attacked / in need of protection"
"ishkashimcy";"shugnancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"threatened / attacked / in need of protection"
"ishkashimcy";"rushancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"threatened / attacked / in need of protection"
"shugnancy";"vakhancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"threatened / attacked / in need of protection"
"rushancy";"vakhancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"threatened / attacked / in need of protection"
"rushancy";"shugnancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"threatened / attacked / in need of protection"
"gornaja Gruzija";"Zakavkas";"555325";"1953_3";"Gruzija / Georgia, Locations";"present";"Factual Statement by Author";"Continuity";"archaic / arkhaichno"
"bassejn / dolina Zeravshan";"gornaja Gruzija";"555325";"1953_3";"Gruzija / Georgia, Zeravshan";"present";"Factual Statement by Author";"Continuity";"archaic / arkhaichno"
"dolina Yazgulema / Yazgulem";"gornaja Gruzija";"555325";"1953_3";"Gruzija / Georgia, Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"present";"Factual Statement by Author";"Continuity";"archaic / arkhaichno"
"bassejn / dolina Zeravshan";"Zakavkas";"555325";"1953_3";"Locations, Zeravshan";"present";"Factual Statement by Author";"Continuity";"archaic / arkhaichno"
"dolina Yazgulema / Yazgulem";"Zakavkas";"555325";"1953_3";"Locations, Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"present";"Factual Statement by Author";"Continuity";"archaic / arkhaichno"
"bassejn / dolina Zeravshan";"dolina Yazgulema / Yazgulem";"555325";"1953_3";"Zeravshan, Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"present";"Factual Statement by Author";"Continuity";"archaic / arkhaichno"
"Isfara";"Ura-Tjube";"55722";"1982_3";"Ferghana / Ferganskaja dolina, Ferghana / Ferganskaja dolina";"past: early Soviet";"Factual Statement by Author";NA;"progressive / peredovyj / novyj / efficient"
"Isfara";"Ura-Tjube";"55722";"1982_3";"Ferghana / Ferganskaja dolina, Ferghana / Ferganskaja dolina";"present";"Factual Statement by Author";NA;"progressive / peredovyj / novyj / efficient"
"sel'skoe naselenie juzhnykh i zapadnikh rajonov Uzbekistana";"sel'skoe naselenie juzhnykh i zapadnykh rajonov Tadzhikistana";"56082";"1960_1";"sel'skoe naselenie Tadzh. / rural population of Tajikistan, uzbeki";NA;NA;NA;"traditional / narodnyj / nacional'nyj"
"sel'skoe naselenie juzhnykh i zapadnykh rajonov Tadzhikistana";"tjurki Uzbekistana";"56082";"1960_1";"sel'skoe naselenie Tadzh. / rural population of Tajikistan, tjurki";NA;NA;NA;"traditional / narodnyj / nacional'nyj"
"sel'skoe naselenie juzhnykh i zapadnikh rajonov Uzbekistana";"tjurki Uzbekistana";"56082";"1960_1";"uzbeki, tjurki";NA;NA;NA;"traditional / narodnyj / nacional'nyj"
"narodnosti Zapadnogo Pamira";"shugnancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"isolated / otdalennyj / trudnodostupnyj"
"narodnosti Zapadnogo Pamira";"shugnancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"unique / locally specific / svoeobraznyj / samobytnyj"
"narodnosti Zapadnogo Pamira";"shugnancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"samostojatel'no / independent"
"jazgulemcy";"shugnancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"isolated / otdalennyj / trudnodostupnyj"
"jazgulemcy";"shugnancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"unique / locally specific / svoeobraznyj / samobytnyj"
"jazgulemcy";"shugnancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"samostojatel'no / independent"
"shugnancy";"vakhancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"isolated / otdalennyj / trudnodostupnyj"
"shugnancy";"vakhancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"unique / locally specific / svoeobraznyj / samobytnyj"
"shugnancy";"vakhancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"samostojatel'no / independent"
"mundzhancy";"shugnancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"isolated / otdalennyj / trudnodostupnyj"
