"source";"target";"startpos";"issue";"group";"tempi";"type_of_statement";"past_present_relation";"relation"
"Kuljabskaja oblast' / Kuljab";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"117825";"1955_3";"Southern Tajikistan";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";NA
"karakalpaki";"child birth / obychai i obrjady svjazannye s rozhdeniem";"118451";"1963_5";"Groups";"present";"Factual Statement by Author";NA;"proximity / similarity"
"karakalpaki";"magicheskie obrjady / praktiki / magic rites / practices";"118451";"1963_5";"Groups";"present";"Factual Statement by Author";NA;"proximity / similarity"
"uzbeki";"child birth / obychai i obrjady svjazannye s rozhdeniem";"118451";"1963_5";"Central Asian titular nations";"present";"Factual Statement by Author";NA;"proximity / similarity"
"uzbeki";"magicheskie obrjady / praktiki / magic rites / practices";"118451";"1963_5";"Central Asian titular nations";"present";"Factual Statement by Author";NA;"proximity / similarity"
"kazakhi";"child birth / obychai i obrjady svjazannye s rozhdeniem";"118451";"1963_5";"Central Asian titular nations";"present";"Factual Statement by Author";NA;"proximity / similarity"
"kazakhi";"magicheskie obrjady / praktiki / magic rites / practices";"118451";"1963_5";"Central Asian titular nations";"present";"Factual Statement by Author";NA;"proximity / similarity"
"tadzhiki";"child birth / obychai i obrjady svjazannye s rozhdeniem";"118451";"1963_5";"Groups";"present";"Factual Statement by Author";NA;"proximity / similarity"
"tadzhiki";"magicheskie obrjady / praktiki / magic rites / practices";"118451";"1963_5";"Groups";"present";"Factual Statement by Author";NA;"proximity / similarity"
"kirgizy";"child birth / obychai i obrjady svjazannye s rozhdeniem";"118451";"1963_5";"Central Asian titular nations";"present";"Factual Statement by Author";NA;"proximity / similarity"
"kirgizy";"magicheskie obrjady / praktiki / magic rites / practices";"118451";"1963_5";"Central Asian titular nations";"present";"Factual Statement by Author";NA;"proximity / similarity"
"turkmeny";"child birth / obychai i obrjady svjazannye s rozhdeniem";"118451";"1963_5";"Central Asian titular nations";"present";"Factual Statement by Author";NA;"proximity / similarity"
"turkmeny";"magicheskie obrjady / praktiki / magic rites / practices";"118451";"1963_5";"Central Asian titular nations";"present";"Factual Statement by Author";NA;"proximity / similarity"
"naselenie Karataga";"language / spoken (incl. dialects)";"120193";"1969_5";"Groups";"present";"Factual Statement by Author";NA;"proximity / similarity"
"varzobcy / varzobi";"language / spoken (incl. dialects)";"120193";"1969_5";"naselenie bassejna r. Varzob";"present";"Factual Statement by Author";NA;"proximity / similarity"
"naselenie doliny Khonakodar'i / gornoj Gissary";"language / spoken (incl. dialects)";"120193";"1969_5";"Groups";"present";"Factual Statement by Author";NA;"proximity / similarity"
"karategini Varzoba";"language / spoken (incl. dialects)";"120434";"1969_5";"naselenie bassejna r. Varzob";"present";NA;NA;"difference"
"varzobcy / varzobi";"language / spoken (incl. dialects)";"120434";"1969_5";"naselenie bassejna r. Varzob";"present";NA;NA;"difference"
"kulobi Varzoba";"language / spoken (incl. dialects)";"120497";"1969_5";"naselenie bassejna r. Varzob";"present";"Factual Statement by Author";NA;"difference"
"varzobcy / varzobi";"language / spoken (incl. dialects)";"120497";"1969_5";"naselenie bassejna r. Varzob";"present";"Factual Statement by Author";NA;"difference"
"varzobcy / varzobi";"language / spoken (incl. dialects)";"120508";"1969_5";"naselenie bassejna r. Varzob";"present";"Factual Statement by Author";NA;"difference"
"naselenie dolinnoj Gissary";"language / spoken (incl. dialects)";"120508";"1969_5";"Groups";"present";"Factual Statement by Author";NA;"difference"
"Western Siberia";"clothing";"120768";"1977_3";"Locations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"tadzhiki";"clothing";"120768";"1977_3";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"verkhovja Zeravshana / Verkhnij Zeravshan / gornyj Zeravshan";"language / terminology";"121804";"1969_5";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan";NA;"Factual Statement by Author";NA;"proximity / similarity"
"Varzob";"language / terminology";"121804";"1969_5";"Southern Tajikistan";NA;"Factual Statement by Author";NA;"proximity / similarity"
"tadzhiki";"khozjajstvo / economy";"123978";"1989_5";"Groups";"present";"Factual Statement by Author";"Continuity";"assimilation"
"tadzhiki";"religion (Islam)";"123978";"1989_5";"Groups";"present";"Factual Statement by Author";"Continuity";"assimilation"
"tadzhiki";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"123978";"1989_5";"Groups";"present";"Factual Statement by Author";"Continuity";"assimilation"
"tadzhiki";"identity / self-description / samonazvanie / samosoznanie";"123978";"1989_5";"Groups";"present";"Factual Statement by Author";"Continuity";"assimilation"
"pripamirskie narodnosti / narody / pripamircy";"khozjajstvo / economy";"123978";"1989_5";"Pamiri groups";"present";"Factual Statement by Author";"Continuity";"assimilation"
"pripamirskie narodnosti / narody / pripamircy";"religion (Islam)";"123978";"1989_5";"Pamiri groups";"present";"Factual Statement by Author";"Continuity";"assimilation"
"pripamirskie narodnosti / narody / pripamircy";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"123978";"1989_5";"Pamiri groups";"present";"Factual Statement by Author";"Continuity";"assimilation"
"pripamirskie narodnosti / narody / pripamircy";"identity / self-description / samonazvanie / samosoznanie";"123978";"1989_5";"Pamiri groups";"present";"Factual Statement by Author";"Continuity";"assimilation"
"persy v Afganistane";"language / spoken (incl. dialects)";"124148";"1955_2";"Groups in Iran";NA;"Factual Statement by Author";NA;"proximity / similarity"
"tadzhiki v Afganistane / Tajiks in Afghanistan";"language / spoken (incl. dialects)";"124148";"1955_2";"Tajiks outside the Tajik SSR";NA;"Factual Statement by Author";NA;"proximity / similarity"
"osedlye uzbeki";"housing / architecture / zhilisshe";"124201";"1971_4";"uzbeki";NA;"Factual Statement by Author";NA;"proximity / similarity"
"osedlye uzbeki Fergany (Ferghana, Tajikistan)";"housing / architecture / zhilisshe";"124201";"1971_4";"uzbeki";NA;"Factual Statement by Author";NA;"proximity / similarity"
"polukochevye uzbeki Fergany (Ferghana, Tajikistan)";"housing / architecture / zhilisshe";"124201";"1971_4";"uzbeki";NA;"Factual Statement by Author";NA;"proximity / similarity"
"polukochevye uzbeki";"housing / architecture / zhilisshe";"124201";"1971_4";"uzbeki";NA;"Factual Statement by Author";NA;"proximity / similarity"
"osedlye tadzhiki Fergany / sedentary Tajiks of Ferghana";"housing / architecture / zhilisshe";"124201";"1971_4";"groups in plainland regions";NA;"Factual Statement by Author";NA;"proximity / similarity"
"karakalpaki Fergany / Karakalpaki of Ferghana";"housing / architecture / zhilisshe";"124201";"1971_4";"karakalpaki";NA;"Factual Statement by Author";NA;"proximity / similarity"
"uzbeki";"clothing";"125551";"1977_3";"Central Asian titular nations";NA;"Factual Statement by Author";NA;"proximity / similarity"
"tadzhiki";"clothing";"125551";"1977_3";"Groups";NA;"Factual Statement by Author";NA;"proximity / similarity"
"tadzhiki";"religion (Islam)";"127864";"1989_5";"Groups";"present";"Factual Statement by Author";NA;"difference"
"tadzhiki";"dukhovnaja kul'tura / spiritual culture";"127864";"1989_5";"Groups";"present";"Factual Statement by Author";NA;"difference"
"tadzhiki";"material'naja kul'tura / material culture";"127864";"1989_5";"Groups";"present";"Factual Statement by Author";NA;"difference"
"tadzhiki";"language / spoken (incl. dialects)";"127864";"1989_5";"Groups";"present";"Factual Statement by Author";NA;"difference"
"tadzhiki";"byt / bytovyj uklad / every-day life practices";"127864";"1989_5";"Groups";"present";"Factual Statement by Author";NA;"difference"
"pamircy";"religion (Islam)";"127864";"1989_5";"Pamiri groups";"present";"Factual Statement by Author";NA;"difference"
"pamircy";"dukhovnaja kul'tura / spiritual culture";"127864";"1989_5";"Pamiri groups";"present";"Factual Statement by Author";NA;"difference"
"pamircy";"material'naja kul'tura / material culture";"127864";"1989_5";"Pamiri groups";"present";"Factual Statement by Author";NA;"difference"
"pamircy";"language / spoken (incl. dialects)";"127864";"1989_5";"Pamiri groups";"present";"Factual Statement by Author";NA;"difference"
"pamircy";"byt / bytovyj uklad / every-day life practices";"127864";"1989_5";"Pamiri groups";"present";"Factual Statement by Author";NA;"difference"
"narody Srednej Azii i Kazakhstana";"zemledelie / sel'skoe khosjajstvo / agriculture";"127931";"1961_2";"Groups";NA;NA;NA;NA
"narody Srednej Azii i Kazakhstana";"obraz zhizni (kochevoj/osedly) / lifestyle (nomadic/sedentary)";"127931";"1961_2";"Groups";NA;NA;NA;NA
"tadzhiki";"zemledelie / sel'skoe khosjajstvo / agriculture";"127931";"1961_2";"Groups";NA;NA;NA;NA
"tadzhiki";"obraz zhizni (kochevoj/osedly) / lifestyle (nomadic/sedentary)";"127931";"1961_2";"Groups";NA;NA;NA;NA
"tadzhiki";"etnos / ethnos / etnicheskaja prinadlezhnost' / obsshnost'";"128153";"1989_5";"Groups";"present";"Factual Statement by Author";NA;"proximity / similarity"
"tadzhiki";"stage of development";"128153";"1989_5";"Groups";"present";"Factual Statement by Author";NA;"proximity / similarity"
"tadzhiki";"trade / economic production";"128153";"1989_5";"Groups";"present";"Factual Statement by Author";NA;"proximity / similarity"
"tadzhiki";"identity / self-description / samonazvanie / samosoznanie";"128153";"1989_5";"Groups";"present";"Factual Statement by Author";NA;"proximity / similarity"
"tadzhiki";"literature / poslovica / pogovorki";"128153";"1989_5";"Groups";"present";"Factual Statement by Author";NA;"proximity / similarity"
"tadzhiki";"art / painting / zhivopis' / iskusstvo";"128153";"1989_5";"Groups";"present";"Factual Statement by Author";NA;"proximity / similarity"
"tadzhiki";"education";"128153";"1989_5";"Groups";"present";"Factual Statement by Author";NA;"proximity / similarity"
"pamircy";"etnos / ethnos / etnicheskaja prinadlezhnost' / obsshnost'";"128153";"1989_5";"Pamiri groups";"present";"Factual Statement by Author";NA;"proximity / similarity"
"pamircy";"stage of development";"128153";"1989_5";"Pamiri groups";"present";"Factual Statement by Author";NA;"proximity / similarity"
"pamircy";"trade / economic production";"128153";"1989_5";"Pamiri groups";"present";"Factual Statement by Author";NA;"proximity / similarity"
"pamircy";"identity / self-description / samonazvanie / samosoznanie";"128153";"1989_5";"Pamiri groups";"present";"Factual Statement by Author";NA;"proximity / similarity"
"pamircy";"literature / poslovica / pogovorki";"128153";"1989_5";"Pamiri groups";"present";"Factual Statement by Author";NA;"proximity / similarity"
"pamircy";"art / painting / zhivopis' / iskusstvo";"128153";"1989_5";"Pamiri groups";"present";"Factual Statement by Author";NA;"proximity / similarity"
"pamircy";"education";"128153";"1989_5";"Pamiri groups";"present";"Factual Statement by Author";NA;"proximity / similarity"
"kirgizy";"weddings / svadebnye obychai i obrjady / kalym";"128546";"1982_5";"Central Asian titular nations";"present";"Factual Statement by Author";NA;NA
"uzbeki Khorezma";"weddings / svadebnye obychai i obrjady / kalym";"128546";"1982_5";"uzbeki";"present";"Factual Statement by Author";NA;NA
"tadzhiki";"weddings / svadebnye obychai i obrjady / kalym";"128546";"1982_5";"Groups";"present";"Factual Statement by Author";NA;NA
"tadzhiki verkhov'ev Zeravshana";"obraz zhizni (kochevoj/osedly) / lifestyle (nomadic/sedentary)";"12956";"1964_1";"groups in mountainous regions";"present";"Factual Statement by Author";NA;"proximity / similarity"
"tadzhiki verkhov'ev Zeravshana";"language / spoken (incl. dialects)";"12956";"1964_1";"groups in mountainous regions";"present";"Factual Statement by Author";NA;"proximity / similarity"
"tadzhiki verkhov'ev Zeravshana";"antropologicheskij tip / fizicheskij tip";"12956";"1964_1";"groups in mountainous regions";"present";"Factual Statement by Author";NA;"proximity / similarity"
"tadzhiki Nuratinskogo khrebta";"obraz zhizni (kochevoj/osedly) / lifestyle (nomadic/sedentary)";"12956";"1964_1";"groups in mountainous regions";"present";"Factual Statement by Author";NA;"proximity / similarity"
"tadzhiki Nuratinskogo khrebta";"language / spoken (incl. dialects)";"12956";"1964_1";"groups in mountainous regions";"present";"Factual Statement by Author";NA;"proximity / similarity"
"tadzhiki Nuratinskogo khrebta";"antropologicheskij tip / fizicheskij tip";"12956";"1964_1";"groups in mountainous regions";"present";"Factual Statement by Author";NA;"proximity / similarity"
"tadzhiki";"language / spoken (incl. dialects)";"130194";"1955_2";"Groups";NA;"Factual Statement by Author";NA;"proximity / similarity"
"khezarejcy (Afghanistan)";"language / spoken (incl. dialects)";"130194";"1955_2";"Groups in Afghanistan";NA;"Factual Statement by Author";NA;"proximity / similarity"
"Leninabadskij rajon / oblast' / kraj";"housing / architecture / zhilisshe";"130301";"1990_2";"Northern Tajikistan";"past: early Soviet";"Factual Statement by Author";NA;NA
"Leninabadskij rajon / oblast' / kraj";"promyshlennoe proizvodstvo / industrialization";"130301";"1990_2";"Northern Tajikistan";"past: early Soviet";"Factual Statement by Author";NA;NA
"Kazakhstan / Kazakhskaja SSR";"obychai / customs";"130993";"1971_4";"Locations";"present";"Factual Statement by Author";NA;NA
"Kazakhstan / Kazakhskaja SSR";"clothing";"130993";"1971_4";"Locations";"present";"Factual Statement by Author";NA;NA
"Kazakhstan / Kazakhskaja SSR";"byt / bytovyj uklad / every-day life practices";"130993";"1971_4";"Locations";"present";"Factual Statement by Author";NA;NA
"Kazakhstan / Kazakhskaja SSR";"obrjady / rites";"130993";"1971_4";"Locations";"present";"Factual Statement by Author";NA;NA
"Kazakhstan / Kazakhskaja SSR";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"130993";"1971_4";"Locations";"present";"Factual Statement by Author";NA;NA
"Kazakhstan / Kazakhskaja SSR";"perezhitki / survivals";"130993";"1971_4";"Locations";"present";"Factual Statement by Author";NA;NA
"Central Asia / Srednjaja Azija";"obychai / customs";"130993";"1971_4";"Locations";"present";"Factual Statement by Author";NA;NA
"Central Asia / Srednjaja Azija";"clothing";"130993";"1971_4";"Locations";"present";"Factual Statement by Author";NA;NA
"Central Asia / Srednjaja Azija";"byt / bytovyj uklad / every-day life practices";"130993";"1971_4";"Locations";"present";"Factual Statement by Author";NA;NA
"Central Asia / Srednjaja Azija";"obrjady / rites";"130993";"1971_4";"Locations";"present";"Factual Statement by Author";NA;NA
"Central Asia / Srednjaja Azija";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"130993";"1971_4";"Locations";"present";"Factual Statement by Author";NA;NA
"Central Asia / Srednjaja Azija";"perezhitki / survivals";"130993";"1971_4";"Locations";"present";"Factual Statement by Author";NA;NA
"sredneaziatskie araby / Central Asian Arabs";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"131393";"1971_4";"Groups";"present";"Factual Statement by Author";"Continuity";"assimilation"
