"source";"target";"startpos";"issue";"group";"tempi";"type_of_statement";"past_present_relation";"feature";"relation"
"pripamirskie tadzhiki";"tadzhiki";"113692";"1965_6";"Pamir groups, Groups";"present";"Citation informant, local population, interviewee";NA;"identity / self-description / samonazvanie / samosoznanie";"proximity / similarity"
"pamircy";"tadzhiki";"113761";"1989_5";"Pamir groups, Groups";NA;"Factual Statement by Author";NA;"predki / ancestors / osnova";"proximity / similarity"
"gornye oblasti / rajony Tadzhikistana / gornyj Tadzhikistan";"gornye tadzhiki";"114366";"1970_1";"tadzhiki, Tajikistan / TadzhSSR";"past: pre-Soviet";"Factual Statement by Author";NA;"mode of production / khozjajsvennyj uklad / economic system";"proximity / similarity"
"narodnosti Zapadnogo Pamira";"tadzhiki Darvaza";"114772";"1989_5";"Pamir groups, gornye tadzhiki";NA;"Factual Statement by Author";NA;"kul'tura / kul'turnye tradicii";"proximity / similarity"
"narodnosti Zapadnogo Pamira";"tadzhiki Karategina";"114772";"1989_5";"Pamir groups, gornye tadzhiki";NA;"Factual Statement by Author";NA;"kul'tura / kul'turnye tradicii";"proximity / similarity"
"narodnosti Zapadnogo Pamira";"tadzhiki v Afganistane";"114772";"1989_5";"Pamir groups, tadzhiki";NA;"Factual Statement by Author";NA;"kul'tura / kul'turnye tradicii";"proximity / similarity"
"narodnosti Zapadnogo Pamira";"tadzhiki Gissara";"114772";"1989_5";"Pamir groups, gornye tadzhiki";NA;"Factual Statement by Author";NA;"kul'tura / kul'turnye tradicii";"proximity / similarity"
"tadzhiki Darvaza";"tadzhiki Karategina";"114772";"1989_5";"gornye tadzhiki, gornye tadzhiki";NA;"Factual Statement by Author";NA;"kul'tura / kul'turnye tradicii";"proximity / similarity"
"tadzhiki Darvaza";"tadzhiki v Afganistane";"114772";"1989_5";"gornye tadzhiki, tadzhiki";NA;"Factual Statement by Author";NA;"kul'tura / kul'turnye tradicii";"proximity / similarity"
"tadzhiki Darvaza";"tadzhiki Gissara";"114772";"1989_5";"gornye tadzhiki, gornye tadzhiki";NA;"Factual Statement by Author";NA;"kul'tura / kul'turnye tradicii";"proximity / similarity"
"tadzhiki Karategina";"tadzhiki v Afganistane";"114772";"1989_5";"gornye tadzhiki, tadzhiki";NA;"Factual Statement by Author";NA;"kul'tura / kul'turnye tradicii";"proximity / similarity"
"tadzhiki Gissara";"tadzhiki Karategina";"114772";"1989_5";"gornye tadzhiki, gornye tadzhiki";NA;"Factual Statement by Author";NA;"kul'tura / kul'turnye tradicii";"proximity / similarity"
"tadzhiki Gissara";"tadzhiki v Afganistane";"114772";"1989_5";"tadzhiki, gornye tadzhiki";NA;"Factual Statement by Author";NA;"kul'tura / kul'turnye tradicii";"proximity / similarity"
"gornye oblasti / rajony Tadzhikistana / gornyj Tadzhikistan";"ravninnye oblasty / rajony Tadzhikistana";"115389";"1955_3";"Tajikistan / TadzhSSR, Tajikistan / TadzhSSR";"present";"Factual Statement by Author";"Rupture";"kul'tura / kul'turnye tradicii";NA
"gornye oblasti / rajony Tadzhikistana / gornyj Tadzhikistan";"ravninnye oblasty / rajony Tadzhikistana";"115389";"1955_3";"Tajikistan / TadzhSSR, Tajikistan / TadzhSSR";"present";"Factual Statement by Author";"Rupture";"life on kolkhozes / kolkhoznoe krest'janstvo";NA
"jagnobcy / Yaghnobis";"tadzhiki";"115432";"1969_5";"Groups, Groups";"present";NA;NA;"profession / zanjatija";"proximity / similarity"
"tadzhiki verkhov'ev Zeravshana";"varzobcy / varzobi";"115894";"1969_5";"gornye tadzhiki, Groups";NA;"Factual Statement by Author";NA;"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"proximity / similarity"
"tadzhiki Gissara";"varzobcy / varzobi";"116192";"1969_5";"gornye tadzhiki, Groups";NA;"Factual Statement by Author";NA;"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"proximity / similarity"
"pamircy";"tadzhiki";"116426";"1989_5";"Pamir groups, Groups";"present";"Factual Statement by Author";"Continuity";"language / literaturnyj";"assimilation"
"pamircy";"tadzhiki";"116426";"1989_5";"Pamir groups, Groups";"present";"Factual Statement by Author";"Continuity";"identity / self-description / samonazvanie / samosoznanie";"assimilation"
"tadzhiki";"vandzhcy / vandzhi / vanchcy";"116676";"1989_5";"Groups, Pamir groups";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";NA;"religion (Islam)";"assimilation"
"tadzhiki";"vandzhcy / vandzhi / vanchcy";"116676";"1989_5";"Groups, Pamir groups";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";NA;"byt / bytovyj uklad";"assimilation"
"Kuljabskaja oblast' / Kuljab";"Tajikistan / TadzhSSR";"117825";"1955_3";"Locations, Southern Tajikistan";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"byt / bytovyj uklad";NA
"Kuljabskaja oblast' / Kuljab";"Tajikistan / TadzhSSR";"117825";"1955_3";"Locations, Southern Tajikistan";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"kul'tura / kul'turnye tradicii";NA
"Garm / Garmskaja oblast'";"Tajikistan / TadzhSSR";"117825";"1955_3";"Locations, gornye oblasti / rajony Tadzhikistana / gornyj Tadzhikistan";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"byt / bytovyj uklad";NA
"Garm / Garmskaja oblast'";"Tajikistan / TadzhSSR";"117825";"1955_3";"Locations, gornye oblasti / rajony Tadzhikistana / gornyj Tadzhikistan";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"kul'tura / kul'turnye tradicii";NA
"Garm / Garmskaja oblast'";"Kuljabskaja oblast' / Kuljab";"117825";"1955_3";"Southern Tajikistan, gornye oblasti / rajony Tadzhikistana / gornyj Tadzhikistan";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"byt / bytovyj uklad";NA
"Garm / Garmskaja oblast'";"Kuljabskaja oblast' / Kuljab";"117825";"1955_3";"Southern Tajikistan, gornye oblasti / rajony Tadzhikistana / gornyj Tadzhikistan";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"kul'tura / kul'turnye tradicii";NA
"naselenie doliny Khonakodar'i / gornoj Gissary";"naselenie Karataga";"120193";"1969_5";"Groups, Groups";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"proximity / similarity"
"naselenie Karataga";"varzobcy / varzobi";"120193";"1969_5";"Groups, Groups";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"proximity / similarity"
"naselenie doliny Khonakodar'i / gornoj Gissary";"varzobcy / varzobi";"120193";"1969_5";"Groups, Groups";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"proximity / similarity"
"karategini Varzoba";"varzobcy / varzobi";"120434";"1969_5";"Groups, Groups";"present";NA;NA;"language / spoken (incl. dialects)";"difference"
"kulobi Varzoba";"varzobcy / varzobi";"120497";"1969_5";"Groups, Groups";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"difference"
"naselenie dolinnoj Gissary";"varzobcy / varzobi";"120508";"1969_5";"Groups, Groups";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"difference"
"Varzob";"verkhovja Zeravshana / Verkhnij Zeravshan / gornyj Zeravshan";"121804";"1969_5";"Zeravshan, Tajikistan / TadzhSSR";NA;"Factual Statement by Author";NA;"language / terminology";"proximity / similarity"
"pripamirskie narodnosti / narody / pripamircy";"tadzhiki";"123978";"1989_5";"Pamir groups, Groups";"present";"Factual Statement by Author";"Continuity";"religion (Islam)";"assimilation"
"pripamirskie narodnosti / narody / pripamircy";"tadzhiki";"123978";"1989_5";"Pamir groups, Groups";"present";"Factual Statement by Author";"Continuity";"khozjajstvo";"assimilation"
"pripamirskie narodnosti / narody / pripamircy";"tadzhiki";"123978";"1989_5";"Pamir groups, Groups";"present";"Factual Statement by Author";"Continuity";"kul'tura / kul'turnye tradicii";"assimilation"
"pripamirskie narodnosti / narody / pripamircy";"tadzhiki";"123978";"1989_5";"Pamir groups, Groups";"present";"Factual Statement by Author";"Continuity";"identity / self-description / samonazvanie / samosoznanie";"assimilation"
"tadzhiki Nuratinskogo khrebta";"tadzhiki verkhov'ev Zeravshana";"12956";"1964_1";"gornye tadzhiki, gornye tadzhiki";"present";"Factual Statement by Author";NA;"obraz zhizni (kochevoj / osedly)";"proximity / similarity"
"tadzhiki Nuratinskogo khrebta";"tadzhiki verkhov'ev Zeravshana";"12956";"1964_1";"gornye tadzhiki, gornye tadzhiki";"present";"Factual Statement by Author";NA;"antropologicheskij tip / fizicheskij tip";"proximity / similarity"
"tadzhiki Nuratinskogo khrebta";"tadzhiki verkhov'ev Zeravshana";"12956";"1964_1";"gornye tadzhiki, gornye tadzhiki";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"proximity / similarity"
"Golodnaja i Dal'vershinskaja step'";"tadzhiki-matchincy";"131404";"1990_2";"Ferghana / Ferganskaja dolina, gornye tadzhiki";NA;"Factual Statement by Author";NA;"promyshlennoe proizvodstvo / industrialization";NA
"Golodnaja i Dal'vershinskaja step'";"tadzhiki-matchincy";"131404";"1990_2";"Ferghana / Ferganskaja dolina, gornye tadzhiki";NA;"Factual Statement by Author";NA;"kolkhozes / sovkhozes / agricultural production";NA
"Golodnaja i Dal'vershinskaja step'";"tadzhiki Jagnoba";"131404";"1990_2";"Ferghana / Ferganskaja dolina, gornye tadzhiki";NA;"Factual Statement by Author";NA;"promyshlennoe proizvodstvo / industrialization";NA
"Golodnaja i Dal'vershinskaja step'";"tadzhiki Jagnoba";"131404";"1990_2";"Ferghana / Ferganskaja dolina, gornye tadzhiki";NA;"Factual Statement by Author";NA;"kolkhozes / sovkhozes / agricultural production";NA
"tadzhiki Jagnoba";"tadzhiki-matchincy";"131404";"1990_2";"gornye tadzhiki, gornye tadzhiki";NA;"Factual Statement by Author";NA;"promyshlennoe proizvodstvo / industrialization";NA
"tadzhiki Jagnoba";"tadzhiki-matchincy";"131404";"1990_2";"gornye tadzhiki, gornye tadzhiki";NA;"Factual Statement by Author";NA;"kolkhozes / sovkhozes / agricultural production";NA
"gal'cha";"gornye tadzhiki";"132451";"1990_2";"tadzhiki, Groups";"present";"Factual Statement by Author";NA;"identity / self-description / samonazvanie / samosoznanie";"difference"
"pamircy";"tadzhiki";"134627";"1989_5";"Pamir groups, Groups";NA;"Correction of cited research or literature";NA;"identity / self-description / samonazvanie / samosoznanie";"proximity / similarity"
"pamircy";"tadzhiki";"135000";"1989_5";"Groups, Pamir groups";NA;NA;NA;"identity / self-description / samonazvanie / samosoznanie";"difference"
"Garm / Garmskaja oblast'";"gornye rajony Kuljabskoj oblasti";"141340";"1972_1";"gornye oblasti / rajony Tadzhikistana / gornyj Tadzhikistan, Kuljabskaja oblast' / Kuljab";"past: early Soviet";"Factual Statement by Author";NA;"khozjajstvo";"proximity / similarity"
"Garm / Garmskaja oblast'";"gornye rajony Kuljabskoj oblasti";"141340";"1972_1";"gornye oblasti / rajony Tadzhikistana / gornyj Tadzhikistan, Kuljabskaja oblast' / Kuljab";"past: early Soviet";"Factual Statement by Author";NA;"mode of production / khozjajsvennyj uklad / economic system";"proximity / similarity"
"Garm / Garmskaja oblast'";"gornye rajony Kuljabskoj oblasti";"141340";"1972_1";"gornye oblasti / rajony Tadzhikistana / gornyj Tadzhikistan, Kuljabskaja oblast' / Kuljab";"past: early Soviet";"Factual Statement by Author";NA;"remeslo";"proximity / similarity"
"pamirskie narody";"tadzhiki";"14462";"1988_6";"Groups, Pamir groups";"present";"Factual Statement by Author";NA;"etnos / ethnos";"difference"
"pamirskie narody";"tadzhiki";"14462";"1988_6";"Groups, Pamir groups";"present";"Factual Statement by Author";NA;"history";"difference"
"pamirskie narody";"tadzhiki";"14462";"1988_6";"Groups, Pamir groups";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"difference"
"pamirskie narody";"tadzhiki";"14462";"1988_6";"Groups, Pamir groups";"present";"Factual Statement by Author";NA;"narodnye tradicii / nacional'nye tradicii / kul'turnye tradicii";"difference"
"pamirskie narody";"tadzhiki";"14462";"1988_6";"Groups, Pamir groups";"present";"Factual Statement by Author";NA;"identity / self-description / samonazvanie / samosoznanie";"difference"
"pamirskie narody";"tadzhiki";"14462";"1988_6";"Groups, Pamir groups";"present";"Correction of cited research or literature";NA;"etnos / ethnos";"difference"
"pamirskie narody";"tadzhiki";"14462";"1988_6";"Groups, Pamir groups";"present";"Correction of cited research or literature";NA;"history";"difference"
"pamirskie narody";"tadzhiki";"14462";"1988_6";"Groups, Pamir groups";"present";"Correction of cited research or literature";NA;"language / spoken (incl. dialects)";"difference"
"pamirskie narody";"tadzhiki";"14462";"1988_6";"Groups, Pamir groups";"present";"Correction of cited research or literature";NA;"narodnye tradicii / nacional'nye tradicii / kul'turnye tradicii";"difference"
"pamirskie narody";"tadzhiki";"14462";"1988_6";"Groups, Pamir groups";"present";"Correction of cited research or literature";NA;"identity / self-description / samonazvanie / samosoznanie";"difference"
"Bajsunskie i Kugitanskie gora";"gornaja chast' Gissary";"145761";"1969_3";"Gissar, Tajikistan / TadzhSSR";"past: pre-Soviet";"Factual Statement by Author";NA;"skotovodstvo/zhivotnovodstvo";"proximity / similarity"
"Garm / Garmskaja oblast'";"gornye rajony Kuljabskoj oblasti";"149370";"1972_1";"gornye oblasti / rajony Tadzhikistana / gornyj Tadzhikistan, Kuljabskaja oblast' / Kuljab";"past: early Soviet";NA;NA;"remeslo";"difference"
"baktrijcy";"tadzhiki";"15707";"1955_2";"Groups, Historical groups";"past: pre-Muslim";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"identity / self-description / samonazvanie / samosoznanie";"difference"
"tadzhiki gornoj zony juzhnogo Tadzhikistana";"tadzhiki-chagatai";"157683";"1969_3";"gornye tadzhiki, tadzhiki";NA;"Factual Statement by Author";NA;"skotovodstvo/zhivotnovodstvo";"difference"
"jagnobcy / Yaghnobis";"tadzhiki Darvaza";"158206";"1978_5";"Groups, gornye tadzhiki";NA;"Factual Statement by Author";NA;"""racial type"" / rasovyj tip / rasa";"proximity / similarity"
"bartangcy";"jagnobcy / Yaghnobis";"158206";"1978_5";"Groups, Pamir groups";NA;"Factual Statement by Author";NA;"""racial type"" / rasovyj tip / rasa";"proximity / similarity"
"bartangcy";"tadzhiki Darvaza";"158206";"1978_5";"gornye tadzhiki, Pamir groups";NA;"Factual Statement by Author";NA;"""racial type"" / rasovyj tip / rasa";"proximity / similarity"
"baktrijcy";"sogdiicy";"16556";"1955_2";"Historical groups, Historical groups";NA;"Factual Statement by Author";NA;"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"influence"
"saki";"sogdiicy";"16556";"1955_2";"Historical groups, Historical groups";NA;"Factual Statement by Author";NA;"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"influence"
"sogdiicy";"tokhary";"16556";"1955_2";"Historical groups, Historical groups";NA;"Factual Statement by Author";NA;"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"influence"
"sogdiicy";"tadzhiki";"16556";"1955_2";"Historical groups, Groups";NA;"Factual Statement by Author";NA;"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"influence"
"baktrijcy";"saki";"16556";"1955_2";"Historical groups, Historical groups";NA;"Factual Statement by Author";NA;"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"influence"
"baktrijcy";"tokhary";"16556";"1955_2";"Historical groups, Historical groups";NA;"Factual Statement by Author";NA;"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"influence"
"baktrijcy";"tadzhiki";"16556";"1955_2";"Historical groups, Groups";NA;"Factual Statement by Author";NA;"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"influence"
"saki";"tokhary";"16556";"1955_2";"Historical groups, Historical groups";NA;"Factual Statement by Author";NA;"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"influence"
"saki";"tadzhiki";"16556";"1955_2";"Historical groups, Groups";NA;"Factual Statement by Author";NA;"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"influence"
"tadzhiki";"tokhary";"16556";"1955_2";"Historical groups, Groups";NA;"Factual Statement by Author";NA;"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"influence"
"gornye oblasti / rajony Tadzhikistana / gornyj Tadzhikistan";"verkhovya Matchi";"171225";"1982_5";"gornye oblasti / rajony Tadzhikistana / gornyj Tadzhikistan, Tajikistan / TadzhSSR";"past: early Soviet";"Factual Statement by Author";"Continuity";"clothing";NA
"gornye oblasti / rajony Tadzhikistana / gornyj Tadzhikistan";"verkhovya Matchi";"171363";"1982_5";"gornye oblasti / rajony Tadzhikistana / gornyj Tadzhikistan, Tajikistan / TadzhSSR";"present";"Factual Statement by Author";"Rupture";"clothing";NA
