"source";"target";"startpos";"issue";"group";"tempi";"type_of_statement";"past_present_relation";"feature";"relation"
"turkmeny";"ujgury";"553766";"1990_6";"Central Asian titular nations, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij sostav / antropologicheskie komponenty";"assimilation"
"turkmeny";"ujgury";"553766";"1990_6";"Central Asian titular nations, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij sostav / antropologicheskie komponenty";"proximity / similarity"
"kurdy / Kurds";"turkmeny";"553766";"1990_6";"Central Asian titular nations, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij sostav / antropologicheskie komponenty";"assimilation"
"kurdy / Kurds";"turkmeny";"553766";"1990_6";"Central Asian titular nations, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij sostav / antropologicheskie komponenty";"proximity / similarity"
"sredneaziatskie araby / Central Asian Arabs";"turkmeny";"553766";"1990_6";"Central Asian titular nations, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij sostav / antropologicheskie komponenty";"assimilation"
"sredneaziatskie araby / Central Asian Arabs";"turkmeny";"553766";"1990_6";"Central Asian titular nations, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij sostav / antropologicheskie komponenty";"proximity / similarity"
"ujgury";"uzbeki";"553766";"1990_6";"Central Asian titular nations, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij sostav / antropologicheskie komponenty";"assimilation"
"ujgury";"uzbeki";"553766";"1990_6";"Central Asian titular nations, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij sostav / antropologicheskie komponenty";"proximity / similarity"
"kurdy / Kurds";"uzbeki";"553766";"1990_6";"Central Asian titular nations, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij sostav / antropologicheskie komponenty";"assimilation"
"kurdy / Kurds";"uzbeki";"553766";"1990_6";"Central Asian titular nations, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij sostav / antropologicheskie komponenty";"proximity / similarity"
"sredneaziatskie araby / Central Asian Arabs";"uzbeki";"553766";"1990_6";"Central Asian titular nations, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij sostav / antropologicheskie komponenty";"assimilation"
"sredneaziatskie araby / Central Asian Arabs";"uzbeki";"553766";"1990_6";"Central Asian titular nations, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij sostav / antropologicheskie komponenty";"proximity / similarity"
"kurdy / Kurds";"ujgury";"553766";"1990_6";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij sostav / antropologicheskie komponenty";"assimilation"
"kurdy / Kurds";"ujgury";"553766";"1990_6";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij sostav / antropologicheskie komponenty";"proximity / similarity"
"sredneaziatskie araby / Central Asian Arabs";"ujgury";"553766";"1990_6";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij sostav / antropologicheskie komponenty";"assimilation"
"sredneaziatskie araby / Central Asian Arabs";"ujgury";"553766";"1990_6";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij sostav / antropologicheskie komponenty";"proximity / similarity"
"kurdy / Kurds";"sredneaziatskie araby / Central Asian Arabs";"553766";"1990_6";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij sostav / antropologicheskie komponenty";"assimilation"
"kurdy / Kurds";"sredneaziatskie araby / Central Asian Arabs";"553766";"1990_6";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij sostav / antropologicheskie komponenty";"proximity / similarity"
"gornaja Gruzija";"Zakavkas";"555325";"1953_3";"Locations, Gruzija / Georgia";"present";"Factual Statement by Author";"Continuity";"religious architecture / Mosque/Mazar";"proximity / similarity"
"Margelan";"Uzbekistan / Uzbekskaja SSR";"560681";"1953_3";"Locations, Uzbekistan / Uzbekskaja SSR";"past: pre-Soviet";"Factual Statement by Author";NA;"religious architecture / Mosque/Mazar";"proximity / similarity"
"sel'skoe naselenie juzhnykh i zapadnikh rajonov Uzbekistana";"tjurki Uzbekistana";"56082";"1960_1";"tjurki, uzbeki";NA;NA;NA;"clothing";"proximity / similarity"
"mogoly ( Afghanistan)";"sovetskie khezarejcy";"561632";"1963_6";"Groups in Afghanistan, Groups";"present";NA;NA;"weddings / svadebnye obychai i obrjady / kalym";"proximity / similarity"
"mogoly ( Afghanistan)";"tajmani/tajmeny (Afghanistan)";"561632";"1963_6";"Groups in Afghanistan, Groups in Afghanistan";"present";NA;NA;"weddings / svadebnye obychai i obrjady / kalym";"proximity / similarity"
"dzhemshidy";"mogoly ( Afghanistan)";"561632";"1963_6";"Groups in Afghanistan, Groups";"present";NA;NA;"weddings / svadebnye obychai i obrjady / kalym";"proximity / similarity"
"sovetskie khezarejcy";"tajmani/tajmeny (Afghanistan)";"561632";"1963_6";"Groups, Groups in Afghanistan";"present";NA;NA;"weddings / svadebnye obychai i obrjady / kalym";"proximity / similarity"
"dzhemshidy";"sovetskie khezarejcy";"561632";"1963_6";"Groups, Groups";"present";NA;NA;"weddings / svadebnye obychai i obrjady / kalym";"proximity / similarity"
"dzhemshidy";"tajmani/tajmeny (Afghanistan)";"561632";"1963_6";"Groups in Afghanistan, Groups";"present";NA;NA;"weddings / svadebnye obychai i obrjady / kalym";"proximity / similarity"
"osedloe uzbeksko-tadzhikskoe naselenie Uzbekistana";"tjurki Uzbekistana";"56871";"1960_1";"tjurki, Groups";"past";"Factual Statement by Author";NA;"family life / obychai i obrjady svjazannye s semejnoj zhisni";"proximity / similarity"
"drevnie vostochno-iranskie plemena";"narody Vostochnogo Gindukusha";"574954";"1979_2";"iranskie narody / Iranians, narody Gindukusha";NA;NA;NA;"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"proximity / similarity"
"tjurki";"ujgury";"575303";"1958_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"physical features (hair, skin, eye color, blood type)";"proximity / similarity"
"tjurki";"ujgury";"575303";"1958_2";"Groups, Groups";NA;"Literature Review";NA;"physical features (hair, skin, eye color, blood type)";"proximity / similarity"
"osedloe uzbeksko-tadzhikskoe naselenie Uzbekistana";"tjurki Uzbekistana";"58000";"1960_1";"Groups, tjurki";"past";"Factual Statement by Author";NA;"kul'tura / kul'turnye tradicii";"proximity / similarity"
"osedloe uzbeksko-tadzhikskoe naselenie Uzbekistana";"tjurki Uzbekistana";"58000";"1960_1";"Groups, tjurki";"past";"Factual Statement by Author";NA;"byt / bytovyj uklad";"proximity / similarity"
"russkij narod / Russians";"uzbeki";"583678";"1969_5";"Central Asian titular nations, Groups";NA;"Literature Review";NA;"literature / poslovica / pogovorki";"proximity / similarity"
"russkij narod / Russians";"uzbeki";"583678";"1969_5";"Central Asian titular nations, Groups";NA;"Literature Review";NA;"literature / poslovica / pogovorki";"influence"
"russkij narod / Russians";"uzbeki";"583678";"1969_5";"Central Asian titular nations, Groups";NA;"Literature Review";NA;"folklore (incl. pesni / poslovica / pogovorki)";"proximity / similarity"
"russkij narod / Russians";"uzbeki";"583678";"1969_5";"Central Asian titular nations, Groups";NA;"Literature Review";NA;"folklore (incl. pesni / poslovica / pogovorki)";"influence"
"russkij narod / Russians";"uzbeki";"583678";"1969_5";"Central Asian titular nations, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"literature / poslovica / pogovorki";"proximity / similarity"
"russkij narod / Russians";"uzbeki";"583678";"1969_5";"Central Asian titular nations, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"literature / poslovica / pogovorki";"influence"
"russkij narod / Russians";"uzbeki";"583678";"1969_5";"Central Asian titular nations, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"folklore (incl. pesni / poslovica / pogovorki)";"proximity / similarity"
"russkij narod / Russians";"uzbeki";"583678";"1969_5";"Central Asian titular nations, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"folklore (incl. pesni / poslovica / pogovorki)";"influence"
"karakalpaki";"kazakhi";"590428";"1988_2";"Central Asian titular nations, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"clothing";"proximity / similarity"
"kirgizy";"tjurkojazychnye narody";"59279";"1989_5";"Central Asian titular nations, Groups";NA;"Factual Statement by Author";NA;"obraz zhizni (kochevoj / osedly)";"difference"
"kirgizy";"tjurkojazychnye narody";"59279";"1989_5";"Central Asian titular nations, Groups";NA;"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"difference"
"kirgizy";"persy / iranojazychnye narody / Persian-/Iranian-speaking world";"59279";"1989_5";"Central Asian titular nations, Groups";NA;"Factual Statement by Author";NA;"obraz zhizni (kochevoj / osedly)";"difference"
"kirgizy";"persy / iranojazychnye narody / Persian-/Iranian-speaking world";"59279";"1989_5";"Central Asian titular nations, Groups";NA;"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"difference"
"persy / iranojazychnye narody / Persian-/Iranian-speaking world";"tjurkojazychnye narody";"59279";"1989_5";"Groups, Groups";NA;"Factual Statement by Author";NA;"obraz zhizni (kochevoj / osedly)";"difference"
"persy / iranojazychnye narody / Persian-/Iranian-speaking world";"tjurkojazychnye narody";"59279";"1989_5";"Groups, Groups";NA;"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"difference"
"Armenija";"Uzbekistan / Uzbekskaja SSR";"60571";"1956_3";"Locations, Locations";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"family structure / semejnye otnoshenii / family life";"proximity / similarity"
"Armenija";"Uzbekistan / Uzbekskaja SSR";"60571";"1956_3";"Locations, Locations";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"perezhitki";"proximity / similarity"
"kirgizy";"Oshskaja oblast' Kirgizii";"605948";"1983_3";"Kirgizija / Kirgizskaja SSR, Central Asian titular nations";NA;NA;NA;"dukhovnaja kul'tura";"influence"
"kirgizy";"Oshskaja oblast' Kirgizii";"605948";"1983_3";"Kirgizija / Kirgizskaja SSR, Central Asian titular nations";NA;NA;NA;"material'naja kul'tura";"influence"
"kirgizy";"Oshskaja oblast' Kirgizii";"605948";"1983_3";"Kirgizija / Kirgizskaja SSR, Central Asian titular nations";NA;NA;NA;"narodnye tradicii / nacional'nye tradicii / kul'turnye tradicii";"influence"
"Oshskaja oblast' Kirgizii";"uzbeki Kirgizii";"605948";"1983_3";"Kirgizija / Kirgizskaja SSR, uzbeki";NA;NA;NA;"dukhovnaja kul'tura";"influence"
"Oshskaja oblast' Kirgizii";"uzbeki Kirgizii";"605948";"1983_3";"Kirgizija / Kirgizskaja SSR, uzbeki";NA;NA;NA;"material'naja kul'tura";"influence"
"Oshskaja oblast' Kirgizii";"uzbeki Kirgizii";"605948";"1983_3";"Kirgizija / Kirgizskaja SSR, uzbeki";NA;NA;NA;"narodnye tradicii / nacional'nye tradicii / kul'turnye tradicii";"influence"
"kirgizy";"uzbeki Kirgizii";"605948";"1983_3";"Central Asian titular nations, uzbeki";NA;NA;NA;"dukhovnaja kul'tura";"influence"
"kirgizy";"uzbeki Kirgizii";"605948";"1983_3";"Central Asian titular nations, uzbeki";NA;NA;NA;"material'naja kul'tura";"influence"
"kirgizy";"uzbeki Kirgizii";"605948";"1983_3";"Central Asian titular nations, uzbeki";NA;NA;NA;"narodnye tradicii / nacional'nye tradicii / kul'turnye tradicii";"influence"
"Afghanistan";"Uzbekistan / Uzbekskaja SSR";"610181";"1975_2";"Locations, Locations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"folklore (incl. pesni / poslovica / pogovorki)";"proximity / similarity"
"persy / iranojazychnye narody / Persian-/Iranian-speaking world";"Uzbekistan / Uzbekskaja SSR";"610181";"1975_2";"Locations, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"folklore (incl. pesni / poslovica / pogovorki)";"proximity / similarity"
"Afghanistan";"persy / iranojazychnye narody / Persian-/Iranian-speaking world";"610181";"1975_2";"Locations, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"folklore (incl. pesni / poslovica / pogovorki)";"proximity / similarity"
"kazakhi";"uzbeki";"629694";"1975_1";"Central Asian titular nations, Central Asian titular nations";NA;NA;NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"proximity / similarity"
"kazakhi";"turkmeny";"629694";"1975_1";"Central Asian titular nations, Central Asian titular nations";NA;NA;NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"proximity / similarity"
"karakalpaki";"kazakhi";"629694";"1975_1";"Central Asian titular nations, Groups";NA;NA;NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"proximity / similarity"
"turkmeny";"uzbeki";"629694";"1975_1";"Central Asian titular nations, Central Asian titular nations";NA;NA;NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"proximity / similarity"
"karakalpaki";"uzbeki";"629694";"1975_1";"Central Asian titular nations, Groups";NA;NA;NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"proximity / similarity"
"karakalpaki";"turkmeny";"629694";"1975_1";"Central Asian titular nations, Groups";NA;NA;NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"proximity / similarity"
"Kazakh women / kazashki";"Kyrgyz women / kirgizki";"64207";"1979_3";"kazakhi, kirgizy";NA;"Factual Statement by Author";"Rupture";"clothing";"proximity / similarity"
"Kazakh women / kazashki";"zhitel'nicy jugo-zapadnykh rajonov Uzbekistana";"64207";"1979_3";"kazakhi, uzbeki";NA;"Factual Statement by Author";"Rupture";"clothing";"proximity / similarity"
"Kyrgyz women / kirgizki";"zhitel'nicy jugo-zapadnykh rajonov Uzbekistana";"64207";"1979_3";"kirgizy, uzbeki";NA;"Factual Statement by Author";"Rupture";"clothing";"proximity / similarity"
"karakalpaki";"uzbeki Fergany";"64551";"1955_3";"Groups, uzbeki";"present";"Factual Statement by Author";"Continuity";"kul'tura / kul'turnye tradicii";"proximity / similarity"
"karakalpaki";"uzbeki Fergany";"64551";"1955_3";"Groups, uzbeki";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";"kul'tura / kul'turnye tradicii";"proximity / similarity"
"turkmeny";"uzbeki";"64614";"1961_4";"Central Asian titular nations, Central Asian titular nations";NA;"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"proximity / similarity"
"karakalpaki";"uzbeki";"64614";"1961_4";"Central Asian titular nations, Groups";NA;"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"proximity / similarity"
"karakalpaki";"turkmeny";"64614";"1961_4";"Central Asian titular nations, Groups";NA;"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"proximity / similarity"
"uzbeki Fergany";"uzbeki Khorezma";"65986";"1957_3";"uzbeki, uzbeki";"present";"Factual Statement by Author";NA;"""racial type"" / rasovyj tip / rasa";"proximity / similarity"
"uzbeki Fergany";"uzbeki Khorezma";"65986";"1957_3";"uzbeki, uzbeki";"present";"Factual Statement by Author";NA;"craniological features";"proximity / similarity"
"uzbeki Fergany";"uzbeki Khorezma";"65986";"1957_3";"uzbeki, uzbeki";"present";"Correction of cited research or literature";NA;"""racial type"" / rasovyj tip / rasa";"proximity / similarity"
"uzbeki Fergany";"uzbeki Khorezma";"65986";"1957_3";"uzbeki, uzbeki";"present";"Correction of cited research or literature";NA;"craniological features";"proximity / similarity"
"kirgizy";"uzbeki";"66453";"1982_6";"Central Asian titular nations, Central Asian titular nations";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";NA
"kirgizy";"russkij narod / Russians";"66453";"1982_6";"Central Asian titular nations, Groups";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";NA
"kirgizy";"Soviet Union";"66453";"1982_6";"Central Asian titular nations, Locations";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";NA
"russkij narod / Russians";"uzbeki";"66453";"1982_6";"Central Asian titular nations, Groups";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";NA
"Soviet Union";"uzbeki";"66453";"1982_6";"Central Asian titular nations, Locations";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";NA
"russkij narod / Russians";"Soviet Union";"66453";"1982_6";"Groups, Locations";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";NA
"osedlye narody Srednej Azii";"turkmeny";"700589";"1954_3";"Central Asian titular nations, narody Srednej Azii";"past: pre-Soviet";"Literature Review";NA;"housing / architecture / zhilisshe";"proximity / similarity"
"osedlye narody Srednej Azii";"turkmeny";"700589";"1954_3";"Central Asian titular nations, narody Srednej Azii";"past";"Literature Review";NA;"housing / architecture / zhilisshe";"proximity / similarity"
"turkmeny";"uzbeki";"700589";"1954_3";"Central Asian titular nations, Central Asian titular nations";"past: pre-Soviet";"Literature Review";NA;"housing / architecture / zhilisshe";"proximity / similarity"
"turkmeny";"uzbeki";"700589";"1954_3";"Central Asian titular nations, Central Asian titular nations";"past";"Literature Review";NA;"housing / architecture / zhilisshe";"proximity / similarity"
"osedlye narody Srednej Azii";"uzbeki";"700589";"1954_3";"narody Srednej Azii, Central Asian titular nations";"past: pre-Soviet";"Literature Review";NA;"housing / architecture / zhilisshe";"proximity / similarity"
"osedlye narody Srednej Azii";"uzbeki";"700589";"1954_3";"narody Srednej Azii, Central Asian titular nations";"past";"Literature Review";NA;"housing / architecture / zhilisshe";"proximity / similarity"
"turkmeny";"uzbeki";"70575";"1961_4";"Central Asian titular nations, Central Asian titular nations";"present";"Factual Statement by Author";NA;"navyki (incl.  trudovye navyki)";NA
"turkmeny";"uzbeki";"70575";"1961_4";"Central Asian titular nations, Central Asian titular nations";"present";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";NA
"uzbeki Fergany";"uzbeki Samarkandskoj i Kashkadar'inskoj oblastej";"72878";"1979_3";"uzbeki, uzbeki";"present";"Factual Statement by Author";"Continuity";"interior design / ubranstvo";"proximity / similarity"
"turkmeny";"uzbeki";"77773";"1964-5";"Central Asian titular nations, Central Asian titular nations";NA;"Factual Statement by Author";NA;"""racial type"" / rasovyj tip / rasa";"proximity / similarity"
"kirgizy";"turkmeny";"78890";"1979_3";"Central Asian titular nations, Central Asian titular nations";"past: pre-Soviet";"Factual Statement by Author";NA;"food / cooking / pissha";"difference"
"kochevye narody";"turkmeny";"78890";"1979_3";"Central Asian titular nations, Groups";"past: pre-Soviet";"Factual Statement by Author";NA;"food / cooking / pissha";"difference"
"polukochevye narody / narodnosti";"turkmeny";"78890";"1979_3";"Central Asian titular nations, Groups";"past: pre-Soviet";"Factual Statement by Author";NA;"food / cooking / pissha";"difference"
"kazakhi";"turkmeny";"78890";"1979_3";"Central Asian titular nations, Central Asian titular nations";"past: pre-Soviet";"Factual Statement by Author";NA;"food / cooking / pissha";"difference"
"kirgizy";"kochevye narody";"78890";"1979_3";"Central Asian titular nations, Groups";"past: pre-Soviet";"Factual Statement by Author";NA;"food / cooking / pissha";"difference"
"kirgizy";"polukochevye narody / narodnosti";"78890";"1979_3";"Central Asian titular nations, Groups";"past: pre-Soviet";"Factual Statement by Author";NA;"food / cooking / pissha";"difference"
"kazakhi";"kirgizy";"78890";"1979_3";"Central Asian titular nations, Central Asian titular nations";"past: pre-Soviet";"Factual Statement by Author";NA;"food / cooking / pissha";"difference"
"kochevye narody";"polukochevye narody / narodnosti";"78890";"1979_3";"Groups, Groups";"past: pre-Soviet";"Factual Statement by Author";NA;"food / cooking / pissha";"difference"
"kazakhi";"kochevye narody";"78890";"1979_3";"Groups, Central Asian titular nations";"past: pre-Soviet";"Factual Statement by Author";NA;"food / cooking / pissha";"difference"
"kazakhi";"polukochevye narody / narodnosti";"78890";"1979_3";"Groups, Central Asian titular nations";"past: pre-Soviet";"Factual Statement by Author";NA;"food / cooking / pissha";"difference"
"narody Sredneaziatskogo Mezhdurech'ja";"skotovodcheskie narody";"79640";"1979_3";"Historical groups, Groups";"past: pre-Soviet";"Factual Statement by Author";NA;"food / cooking / pissha";"proximity / similarity"
"juzhnye kirgizy";"narody Sredneaziatskogo Mezhdurech'ja";"79640";"1979_3";"Historical groups, kirgizy";"past: pre-Soviet";"Factual Statement by Author";NA;"food / cooking / pissha";"proximity / similarity"
"narody Sredneaziatskogo Mezhdurech'ja";"ujgury";"79640";"1979_3";"Historical groups, Groups";"past: pre-Soviet";"Factual Statement by Author";NA;"food / cooking / pissha";"proximity / similarity"
"narody Sredneaziatskogo Mezhdurech'ja";"uzbeki";"79640";"1979_3";"Historical groups, Central Asian titular nations";"past: pre-Soviet";"Factual Statement by Author";NA;"food / cooking / pissha";"proximity / similarity"
"juzhnye kirgizy";"skotovodcheskie narody";"79640";"1979_3";"Groups, kirgizy";"past: pre-Soviet";"Factual Statement by Author";NA;"food / cooking / pissha";"proximity / similarity"
"skotovodcheskie narody";"ujgury";"79640";"1979_3";"Groups, Groups";"past: pre-Soviet";"Factual Statement by Author";NA;"food / cooking / pissha";"proximity / similarity"
"skotovodcheskie narody";"uzbeki";"79640";"1979_3";"Groups, Central Asian titular nations";"past: pre-Soviet";"Factual Statement by Author";NA;"food / cooking / pissha";"proximity / similarity"
"juzhnye kirgizy";"ujgury";"79640";"1979_3";"kirgizy, Groups";"past: pre-Soviet";"Factual Statement by Author";NA;"food / cooking / pissha";"proximity / similarity"
"juzhnye kirgizy";"uzbeki";"79640";"1979_3";"kirgizy, Central Asian titular nations";"past: pre-Soviet";"Factual Statement by Author";NA;"food / cooking / pissha";"proximity / similarity"
"ujgury";"uzbeki";"79640";"1979_3";"Groups, Central Asian titular nations";"past: pre-Soviet";"Factual Statement by Author";NA;"food / cooking / pissha";"proximity / similarity"
"Kazakhstan / Kazakhskaja SSR";"Kirgizija / Kirgizskaja SSR";"7992";"1964-5";"Locations, Locations";"past: early Soviet";"Factual Statement by Author";"Continuity";"education";NA
"Kazakhstan / Kazakhskaja SSR";"Turkmenistan / Turkmenija / Turkmenskaja SSR";"7992";"1964-5";"Locations, Locations";"past: early Soviet";"Factual Statement by Author";"Continuity";"education";NA
"Kirgizija / Kirgizskaja SSR";"Turkmenistan / Turkmenija / Turkmenskaja SSR";"7992";"1964-5";"Locations, Locations";"past: early Soviet";"Factual Statement by Author";"Continuity";"education";NA
"Mongols";"uzbeki";"94913";"1978_4";"Central Asian titular nations, Locations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"""racial type"" / rasovyj tip / rasa";"proximity / similarity"
